22q11 deletion syndrome	musculoskeletal abnormalities|cardiovascular abnormalities|heart diseases|lymphatic diseases|congenital abnormalities|genetic diseases, inborn|parathyroid diseases
calculus	pathological conditions, anatomical
caliciviridae infections	rna virus infections
calicivirus infection	rna virus infections
callosities	skin diseases
campomelic dysplasia	musculoskeletal abnormalities|congenital abnormalities
campylobacter infection	bacterial infections
campylobacter infections	bacterial infections
camurati-engelmann syndrome	bone diseases|genetic diseases, inborn
canavan disease	central nervous system diseases|metabolic diseases|genetic diseases, inborn|demyelinating diseases|neurodegenerative diseases
candidemia	infection|mycoses|pathologic processes
candidiasis	mycoses
candidiasis, chronic mucocutaneous	mycoses|infection|skin diseases
candidiasis, cutaneous	mycoses|infection|skin diseases
candidiasis, invasive	mycoses
candidiasis, oral	mycoses|mouth diseases
candidiasis, vulvovaginal	mycoses|female urogenital diseases
capgras syndrome	schizophrenia and disorders with psychotic features
capillary hemangioma	neoplasms by histologic type
capillary leak syndrome	vascular diseases
caplan syndrome	joint diseases|rheumatic diseases|connective tissue diseases|autoimmune diseases|lung diseases|pneumoconiosis|thoracic injuries
capsule opacification	lens diseases
carbamoyl-phosphate synthase i deficiency disease	genetic diseases, inborn|metabolic diseases|central nervous system diseases
carbohydrate metabolism, inborn errors	genetic diseases, inborn|metabolic diseases
carbon monoxide poisoning	poisoning
carbon tetrachloride poisoning	poisoning
carbuncle	bacterial infections|infection|skin diseases
carcinoid heart disease	neoplasms by histologic type|heart diseases
carcinoid tumor	neoplasms by histologic type
carcinoma	neoplasms by histologic type
carcinoma 256, walker	neoplasms by histologic type|neoplasms, experimental
carcinoma in situ	neoplasms by histologic type
carcinoma, acinar cell	neoplasms by histologic type
carcinoma, adenoid cystic	neoplasms by histologic type
carcinoma, adenosquamous	neoplasms by histologic type
carcinoma, basal cell	neoplasms by histologic type
carcinoma, basosquamous	neoplasms by histologic type
carcinoma, bronchogenic	neoplasms by site|bronchial diseases|respiratory tract neoplasms|lung diseases
carcinoma, brown-pearce	neoplasms, experimental
carcinoma, ductal	neoplasms by histologic type
carcinoma, ductal, breast	neoplasms by histologic type|skin diseases|neoplasms by site
carcinoma, ehrlich tumor	neoplasms by histologic type|neoplasms, experimental
carcinoma, embryonal	neoplasms by histologic type
carcinoma, endometrioid	neoplasms by histologic type|female urogenital diseases|neoplasms by site|gonadal disorders|endocrine gland neoplasms|urogenital neoplasms
carcinoma, giant cell	neoplasms by histologic type
carcinoma, hepatocellular	neoplasms by histologic type|neoplasms by site|digestive system neoplasms|liver diseases
carcinoma, intraductal, noninfiltrating	neoplasms by histologic type
carcinoma, islet cell	neoplasms by histologic type|neoplasms by site|digestive system neoplasms|pancreatic diseases|endocrine gland neoplasms
carcinoma, krebs 2	neoplasms by histologic type|neoplasms, experimental
carcinoma, large cell	neoplasms by histologic type
carcinoma, lewis lung	neoplasms by histologic type|neoplasms, experimental
carcinoma, lobular	neoplasms by histologic type
carcinoma, medullary	neoplasms by histologic type
carcinoma, merkel cell	neoplasms by histologic type|dna virus infections|tumor virus infections
carcinoma, mucoepidermoid	neoplasms by histologic type
carcinoma, neuroendocrine	neoplasms by histologic type
carcinoma, non-small-cell lung	neoplasms by site|bronchial diseases|respiratory tract neoplasms|lung diseases
carcinoma, pancreatic ductal	neoplasms by histologic type|neoplasms by site|digestive system neoplasms|pancreatic diseases|endocrine gland neoplasms
carcinoma, papillary	neoplasms by histologic type
carcinoma, papillary, follicular	neoplasms by histologic type
carcinoma, renal cell	neoplasms by histologic type|neoplasms by site|urogenital neoplasms|urologic diseases|female urogenital diseases
carcinoma, signet ring cell	neoplasms by histologic type
carcinoma, skin appendage	neoplasms by histologic type
carcinoma, small cell	neoplasms by histologic type
carcinoma, squamous cell	neoplasms by histologic type
carcinoma, transitional cell	neoplasms by histologic type
carcinoma, verrucous	neoplasms by histologic type
carcinosarcoma	neoplasms by histologic type
cardiac arrhythmia	heart diseases|pathologic processes
cardiac complexes, premature	heart diseases|pathologic processes
cardiac failure	heart diseases
cardiac hypertrophy	heart diseases|pathological conditions, anatomical
cardiac output, high	heart diseases|signs and symptoms
cardiac output, low	heart diseases|signs and symptoms
cardiac tamponade	heart diseases
cardio-renal syndrome	urologic diseases|female urogenital diseases|heart diseases
cardiomegaly	heart diseases|pathological conditions, anatomical
cardiomyopathies	heart diseases
cardiomyopathy	heart diseases
cardiomyopathy, alcoholic	alcohol-related disorders|heart diseases
cardiomyopathy, dilated	heart diseases|pathological conditions, anatomical
cardiomyopathy, hypertrophic	heart diseases
cardiomyopathy, hypertrophic, familial	heart diseases|genetic diseases, inborn
cardiomyopathy, restrictive	heart diseases
cardiopulmonary arrest	heart diseases
cardiovascular abnormalities	cardiovascular abnormalities|congenital abnormalities
cardiovascular infections	cardiovascular infections|infection
cardiovirus infections	rna virus infections
carney complex	congenital abnormalities|neoplasms by histologic type|neoplasms by site|heart diseases|connective tissue diseases|skin diseases
caroli disease	biliary tract diseases|digestive system abnormalities|congenital abnormalities|cysts
carotid artery diseases	central nervous system diseases|vascular diseases
carotid artery injuries	central nervous system diseases|vascular diseases|trauma, nervous system
carotid artery thrombosis	central nervous system diseases|vascular diseases
carotid artery, internal, dissection	vascular diseases|central nervous system diseases|trauma, nervous system
carotid body tumor	neoplasms by histologic type
carotid stenosis	vascular diseases|central nervous system diseases
carotid thrombosis	central nervous system diseases|vascular diseases
carotid-cavernous sinus fistula	central nervous system diseases|vascular diseases|trauma, nervous system
carpal tunnel syndrome	neuromuscular diseases|sprains and strains
cartilage disease	cartilage diseases|connective tissue diseases
cartilage diseases	cartilage diseases|connective tissue diseases
cat-scratch disease	bacterial infections|lymphatic diseases
catalepsy	neurologic manifestations|signs and symptoms|central nervous system diseases
cataplexy	sleep disorders
cataract	lens diseases
catastrophic illness	pathologic processes
catatonia	neurologic manifestations|signs and symptoms
catheter-related infections	infection
causalgia	autonomic nervous system diseases|neuromuscular diseases|neurologic manifestations|signs and symptoms
cavernous sinus thrombosis	central nervous system diseases|vascular diseases
cecal disease	gastrointestinal diseases
cecal diseases	gastrointestinal diseases
cecal neoplasms	gastrointestinal diseases|neoplasms by site|digestive system neoplasms
celiac disease	gastrointestinal diseases|metabolic diseases
cell transformation, neoplastic	neoplastic processes|pathologic processes
cell transformation, viral	neoplastic processes|pathologic processes
cellulitis	infection|connective tissue diseases|pathologic processes|skin diseases
cementoma	neoplasms by histologic type
central cord syndrome	central nervous system diseases|trauma, nervous system|spinal cord injuries
central nervous system bacterial infections	bacterial infections|central nervous system infections|central nervous system diseases
central nervous system cysts	neoplasms by site|nervous system malformations|nervous system neoplasms|congenital abnormalities
central nervous system fungal infections	mycoses|central nervous system diseases|central nervous system infections
central nervous system helminthiasis	central nervous system parasitic infections|central nervous system diseases|central nervous system infections
central nervous system neoplasms	neoplasms by site|nervous system neoplasms
central nervous system parasitic infections	central nervous system infections|central nervous system parasitic infections
central nervous system protozoal infections	central nervous system infections|central nervous system parasitic infections|protozoan infections|central nervous system diseases
central nervous system vascular malformations	cardiovascular abnormalities|nervous system malformations|congenital abnormalities
central nervous system venous angioma	cardiovascular abnormalities|nervous system malformations|congenital abnormalities|neoplasms by histologic type
central nervous system viral diseases	central nervous system infections|central nervous system viral diseases
central serous chorioretinopathy	retinal diseases
cephalgias	neurologic manifestations|signs and symptoms
cephalopelvic disproportion	pregnancy complications
cerebellar ataxia	neurologic manifestations|signs and symptoms|central nervous system diseases
cerebellar diseases	central nervous system diseases
cerebellar neoplasms	central nervous system diseases|neoplasms by site|nervous system neoplasms
cerebral amyloid angiopathy	metabolic diseases|central nervous system diseases|vascular diseases
cerebral amyloid angiopathy, familial	metabolic diseases|genetic diseases, inborn|central nervous system diseases|vascular diseases
cerebral anoxia	central nervous system diseases
cerebral arterial diseases	central nervous system diseases|vascular diseases
cerebral edema	central nervous system diseases
cerebral embolism	central nervous system diseases|vascular diseases
cerebral hemorrhage	central nervous system diseases|vascular diseases|pathologic processes
cerebral hemorrhage, traumatic	central nervous system diseases|trauma, nervous system|vascular diseases|craniocerebral trauma|pathologic processes
cerebral infarction	central nervous system diseases|vascular diseases
cerebral ischemia	central nervous system diseases|vascular diseases
cerebral malaria	central nervous system infections|central nervous system parasitic infections|protozoan infections|central nervous system diseases
cerebral palsy	central nervous system diseases
cerebral phaeohyphomycosis	mycoses|infection|skin diseases
cerebral small vessel diseases	central nervous system diseases|vascular diseases
cerebral thrombosis	central nervous system diseases|vascular diseases
cerebral vasospasm	central nervous system diseases|vascular diseases
cerebral ventricle neoplasms	central nervous system diseases|neoplasms by site|nervous system neoplasms
cerebral ventriculitis	central nervous system diseases|central nervous system infections|central nervous system viral diseases
cerebrospinal fluid otorrhea	neurologic manifestations|trauma, nervous system|signs and symptoms|craniocerebral trauma
cerebrospinal fluid rhinorrhea	neurologic manifestations|trauma, nervous system|signs and symptoms|craniocerebral trauma
cerebrovascular disorder	central nervous system diseases|vascular diseases
cerebrovascular disorders	central nervous system diseases|vascular diseases
cerebrovascular trauma	central nervous system diseases|vascular diseases|trauma, nervous system
cervical intraepithelial neoplasia	neoplasms by histologic type
cervical rib syndrome	neuromuscular diseases|vascular diseases|congenital abnormalities|musculoskeletal abnormalities
cestode infections	helminthiasis
chagas cardiomyopathy	heart diseases|protozoan infections
chagas disease	protozoan infections
chalazion	cysts|eyelid diseases
chancre	bacterial infections|infection|genital diseases, male|female urogenital diseases
chancroid	bacterial infections|infection|genital diseases, male|female urogenital diseases|sexually transmitted diseases
channelopathies	pathologic processes
charcot-marie-tooth disease	nervous system malformations|neurodegenerative diseases|neuromuscular diseases|congenital abnormalities|genetic diseases, inborn
charge syndrome	congenital abnormalities|genetic diseases, inborn
chediak-higashi syndrome	hematologic diseases|immunologic deficiency syndromes
cheilitis	mouth diseases
chemical burn	burns
cherubism	bone diseases|jaw diseases|congenital abnormalities|genetic diseases, inborn|musculoskeletal abnormalities|stomatognathic system abnormalities
chest pain	signs and symptoms|neurologic manifestations
cheyne-stokes respiration	respiration disorders|signs and symptoms
chiari-frommel syndrome	skin diseases|pregnancy complications
chickenpox	dna virus infections
chilaiditi syndrome	gastrointestinal diseases
chilblains	frostbite
child behavior disorders	mental disorders diagnosed in childhood
child development disorders, pervasive	mental disorders diagnosed in childhood
child nutrition disorder	nutrition disorders
child nutrition disorders	nutrition disorders
chills	signs and symptoms
chlamydia infection	bacterial infections|infection|genital diseases, male|female urogenital diseases|sexually transmitted diseases
chlamydia infections	bacterial infections|infection|genital diseases, male|female urogenital diseases|sexually transmitted diseases
chlamydiaceae infections	bacterial infections
chlamydial pneumonia	bacterial infections|infection|genital diseases, male|female urogenital diseases|lung diseases|respiratory tract infections
chlamydophila infections	bacterial infections
chloracne	skin diseases
chlorosis	hematologic diseases
choanal atresia	nose diseases|respiratory system abnormalities|congenital abnormalities
cholangiocarcinoma	neoplasms by histologic type
cholangitis	biliary tract diseases
cholangitis, sclerosing	biliary tract diseases
cholecystitis	biliary tract diseases
cholecystitis, acute	biliary tract diseases
cholecystolithiasis	biliary tract diseases
choledochal cyst	biliary tract diseases|cysts|digestive system abnormalities|congenital abnormalities
choledocholithiasis	biliary tract diseases
cholelithiasis	biliary tract diseases
cholera	bacterial infections
cholera morbus	gastrointestinal diseases
cholestasis	biliary tract diseases
cholestasis, extrahepatic	biliary tract diseases
cholestasis, intrahepatic	biliary tract diseases|liver diseases
cholesteatoma	skin diseases
cholesteatoma, middle ear	skin diseases|ear diseases
cholesterol ester storage disease	genetic diseases, inborn|metabolic diseases
choline deficiency	nutrition disorders
chondroblastoma	neoplasms by histologic type|connective tissue diseases
chondrocalcinosis	joint diseases
chondrodysplasia punctata	bone diseases
chondrodysplasia punctata, rhizomelic	bone diseases|genetic diseases, inborn|metabolic diseases|central nervous system diseases
chondroma	neoplasms by histologic type|connective tissue diseases
chondromalacia patellae	cartilage diseases|connective tissue diseases
chondromatosis	neoplasms by histologic type|connective tissue diseases
chondromatosis, synovial	joint diseases
chondrosarcoma	neoplasms by histologic type|connective tissue diseases
chondrosarcoma, mesenchymal	neoplasms by histologic type|connective tissue diseases
chordoma	neoplasms by histologic type
chorea	central nervous system diseases|neurologic manifestations|signs and symptoms
chorea gravidarum	central nervous system diseases|neurologic manifestations|signs and symptoms|pregnancy complications
chorioamnionitis	pregnancy complications|fetal diseases
choriocarcinoma	neoplasms by histologic type|pregnancy complications, neoplastic|pregnancy complications
choriocarcinoma, non-gestational	neoplasms by histologic type|pregnancy complications, neoplastic|pregnancy complications
chorioretinitis	retinal diseases|uveal diseases
choristoma	pathological conditions, anatomical
choroid diseases	uveal diseases
choroid hemorrhage	uveal diseases|eye hemorrhage|pathologic processes
choroid neoplasms	uveal diseases|neoplasms by site|eye neoplasms
choroid plexus neoplasms	central nervous system diseases|neoplasms by site|nervous system neoplasms
choroidal neovascularization	uveal diseases|pathologic processes
choroideremia	uveal diseases|eye diseases, hereditary|genetic diseases, inborn
choroiditis	uveal diseases
chromoblastomycosis	infection|mycoses|skin diseases
chromosomal instability	pathologic processes
chromosome aberration	pathologic processes
chromosome aberrations	pathologic processes
chromosome breakage	pathologic processes
chromosome deletion	pathologic processes
chromosome disorders	congenital abnormalities|genetic diseases, inborn
chromosome duplication	pathologic processes
chromosome fragility	pathologic processes
chromosome inversion	pathologic processes
chromosome-defective micronuclei	pathologic processes
chronic active hepatitis	liver diseases
chronic bronchitis	bronchial diseases|lung diseases|respiratory tract infections
chronic cluster headaches	central nervous system diseases
chronic disease	pathologic processes
chronic drug-induced liver injury	liver diseases|poisoning
chronic fatigue syndrome	central nervous system diseases|fatigue syndrome, chronic|muscular diseases|neuromuscular diseases
chronic idiopathic jaundice	genetic diseases, inborn|metabolic diseases|infant, newborn, diseases|pathologic processes
chronic lymphocytic leukemia	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
chronic myelogenous leukemia	hematologic diseases|neoplasms by histologic type
chronic obstructive lung disease	lung diseases
chronic obstructive pulmonary disease	lung diseases
chronic pain	neurologic manifestations|signs and symptoms
chronic pancreatitis	pancreatic diseases
chronic periodontitis	mouth diseases
chronic renal insufficiency	female urogenital diseases|urologic diseases
chronic subdural hematomas	central nervous system diseases|vascular diseases|craniocerebral trauma|pathologic processes|trauma, nervous system
chronic wasting disease	central nervous system infections|neurodegenerative diseases|central nervous system diseases
chronobiology disorders	chronobiology disorders
churg-strauss syndrome	vascular diseases|autoimmune diseases|lymphatic diseases|pathologic processes|immunoproliferative disorders
chylothorax	pleural diseases
chylous ascites	peritoneal diseases
cicatrix	pathologic processes
cicatrix, hypertrophic	pathologic processes
cicatrization	pathologic processes
ciguatera poisoning	poisoning
ciliary motility disorders	ciliary motility disorders
ciliophora infections	protozoan infections
circoviridae infections	dna virus infections
cirrhosis	pathologic processes
citrullinemia	genetic diseases, inborn|metabolic diseases|central nervous system diseases
classical lissencephalies and subcortical band heterotopias	nervous system malformations|congenital abnormalities|genetic diseases, inborn|neurologic manifestations
classical swine fever	rna virus infections
cleft lip	mouth diseases|stomatognathic system abnormalities|congenital abnormalities
cleft palate	jaw diseases|musculoskeletal abnormalities|mouth diseases|stomatognathic system abnormalities|congenital abnormalities
cleidocranial dysplasia	bone diseases|musculoskeletal abnormalities|congenital abnormalities
clonic seizure	central nervous system diseases|neurologic manifestations|signs and symptoms
clonorchiasis	helminthiasis
clostridium infection	bacterial infections
clostridium infections	bacterial infections
clubfoot	foot deformities|musculoskeletal abnormalities|congenital abnormalities
cluster headache	central nervous system diseases
coagulation protein disorders	hematologic diseases
cobblestone lissencephaly	nervous system malformations|congenital abnormalities
cocaine dependence	cocaine-related disorders
cocaine-related disorders	cocaine-related disorders
cocarcinogenesis	neoplastic processes|pathologic processes
coccidioidomycosis	mycoses
coccidiosis	protozoan infections
cochlear diseases	ear diseases
cockayne syndrome	congenital abnormalities|bone diseases|neurodegenerative diseases|genetic diseases, inborn|metabolic diseases|dwarfism
coffin-lowry syndrome	neurologic manifestations|genetic diseases, inborn|neurodegenerative diseases|signs and symptoms|mental disorders diagnosed in childhood
cogan syndrome	cogan syndrome|cranial nerve diseases|vascular diseases|ear diseases
cognition disorders	delirium, dementia, amnestic, cognitive disorders
coinfection	coinfection|infection
colic	signs and symptoms|neurologic manifestations
colitis	gastrointestinal diseases
colitis, collagenous	gastrointestinal diseases
colitis, ischemic	gastrointestinal diseases|vascular diseases
colitis, lymphocytic	gastrointestinal diseases
colitis, microscopic	gastrointestinal diseases
colitis, ulcerative	gastrointestinal diseases
collagen disease	connective tissue diseases
collagen diseases	connective tissue diseases
collagen-induced arthritis	joint diseases
collagenous colitis	gastrointestinal diseases
colles' fracture	fractures, bone|arm injuries
colloid cysts	neoplasms by site|nervous system malformations|nervous system neoplasms|congenital abnormalities|cysts
coloboma	eye abnormalities|congenital abnormalities
colonic disease	gastrointestinal diseases
colonic diseases	gastrointestinal diseases
colonic diseases, functional	gastrointestinal diseases
colonic diverticulitis	gastrointestinal diseases
colonic neoplasm	gastrointestinal diseases|neoplasms by site|digestive system neoplasms
colonic neoplasms	gastrointestinal diseases|neoplasms by site|digestive system neoplasms
colonic polyps	pathological conditions, anatomical
colonic pseudo-obstruction	gastrointestinal diseases
color vision defects	neurologic manifestations|vision disorders|signs and symptoms
colorado tick fever	arbovirus infections|rna virus infections|bacterial infections|protozoan infections
colorectal cancer	gastrointestinal diseases|neoplasms by site|digestive system neoplasms
colorectal carcinoma	gastrointestinal diseases|neoplasms by site|digestive system neoplasms
colorectal neoplasm	gastrointestinal diseases|neoplasms by site|digestive system neoplasms
colorectal neoplasms	gastrointestinal diseases|neoplasms by site|digestive system neoplasms
colorectal neoplasms, hereditary nonpolyposis	gastrointestinal diseases|neoplasms by site|digestive system neoplasms|neoplastic syndromes, hereditary|genetic diseases, inborn|metabolic diseases
coma	neurologic manifestations|signs and symptoms|delirium, dementia, amnestic, cognitive disorders
coma, post-head injury	neurologic manifestations|signs and symptoms|trauma, nervous system|craniocerebral trauma|delirium, dementia, amnestic, cognitive disorders
combat disorders	anxiety disorders
common bile duct diseases	biliary tract diseases
common bile duct neoplasms	biliary tract diseases|neoplasms by site|digestive system neoplasms
common cold	rna virus infections|respiratory tract infections
common migraine	central nervous system diseases
common variable immunodeficiency	immunologic deficiency syndromes
commotio cordis	heart diseases|pathologic processes
communicable disease	infection
communicable diseases	infection
communicable diseases, emerging	infection
communication disorders	neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
community-acquired infections	infection
compartment syndromes	muscular diseases|vascular diseases
complex regional pain syndromes	autonomic nervous system diseases|neuromuscular diseases
composite lymphoma	neoplasms by histologic type|lymphatic diseases|immunoproliferative disorders
compulsive personality disorder	personality disorders
conduct disorder	mental disorders diagnosed in childhood
conducted energy weapon injuries	electric injuries
condylomata acuminata	dna virus infections|sexually transmitted diseases|skin diseases, viral|tumor virus infections|skin diseases|infection
confusion	neurologic manifestations|signs and symptoms
congenital disorders of glycosylation	genetic diseases, inborn|metabolic diseases
congenital foot deformity	congenital abnormalities|foot deformities|musculoskeletal abnormalities
congenital hand deformity	congenital abnormalities|hand deformities|musculoskeletal abnormalities
congenital hyperinsulinism	pancreatic diseases|infant, newborn, diseases|metabolic diseases
congenital hypothyroidism	bone diseases|bone diseases, endocrine|genetic diseases, inborn|dwarfism|thyroid diseases
congenital limb deformity	congenital abnormalities|musculoskeletal abnormalities
congestive cardiomyopathy	heart diseases|pathological conditions, anatomical
congestive heart failure	heart diseases
conjunctival neoplasms	conjunctival diseases|neoplasms by site|eye neoplasms
conjunctivitis	conjunctival diseases
conjunctivitis, acute hemorrhagic	conjunctival diseases|eye infections, viral|rna virus infections|eye infections
conjunctivitis, allergic	conjunctival diseases|hypersensitivity
conjunctivitis, bacterial	bacterial infections|conjunctival diseases|infection|eye infections
conjunctivitis, inclusion	bacterial infections|infection|genital diseases, male|female urogenital diseases|conjunctival diseases|eye infections
conjunctivitis, viral	conjunctival diseases|eye infections, viral|eye infections
connective tissue diseases	connective tissue diseases
consciousness disorders	neurologic manifestations|signs and symptoms|delirium, dementia, amnestic, cognitive disorders
constipation	signs and symptoms
constriction, pathologic	pathological conditions, anatomical
contact dermatitis	skin diseases
contact eczema	skin diseases
contact hypersensitivity	skin diseases
contracture	joint diseases|muscular diseases
contrecoup injury	central nervous system diseases|trauma, nervous system|craniocerebral trauma|wounds, nonpenetrating|contrecoup injury
contusion	contusions|wounds, nonpenetrating
contusions	contusions|wounds, nonpenetrating
convalescence	pathologic processes
conversion disorder	somatoform disorders
convulsion	central nervous system diseases|neurologic manifestations|signs and symptoms
convulsive seizure	central nervous system diseases|neurologic manifestations|signs and symptoms
copd	lung diseases
coproporphyria, hereditary	liver diseases|genetic diseases, inborn|skin diseases|metabolic diseases
cor pulmonale	heart diseases
cor triatriatum	cardiovascular abnormalities|congenital abnormalities|heart diseases
corneal disease	corneal diseases
corneal diseases	corneal diseases
corneal dystrophies, hereditary	corneal diseases|eye diseases, hereditary|genetic diseases, inborn
corneal dystrophy, juvenile epithelial of meesmann	corneal diseases|eye diseases, hereditary|genetic diseases, inborn
corneal edema	corneal diseases
corneal endothelial cell loss	corneal diseases|pathologic processes
corneal neovascularization	corneal diseases
corneal opacity	corneal diseases
corneal perforation	corneal diseases|craniocerebral trauma|eye injuries|wounds, penetrating
corneal ulcer	corneal diseases|infection|eye infections
corneal wavefront aberration	corneal diseases|refractive errors
coronary aneurysm	vascular diseases|heart diseases
coronary artery disease	vascular diseases|heart diseases
coronary disease	heart diseases|vascular diseases
coronary occlusion	heart diseases|vascular diseases
coronary restenosis	heart diseases|vascular diseases
coronary stenosis	heart diseases|vascular diseases
coronary thrombosis	heart diseases|vascular diseases
coronary vasospasm	heart diseases|vascular diseases
coronary vessel anomalies	cardiovascular abnormalities|congenital abnormalities|heart diseases
coronary-subclavian steal syndrome	heart diseases|vascular diseases|pathologic processes
coronaviridae infections	rna virus infections
coronavirus infection	rna virus infections
coronavirus infections	rna virus infections
corpse dismemberment	pathologic processes|wounds, penetrating
corpses	pathologic processes
corynebacterium infection	bacterial infections
corynebacterium infections	bacterial infections
costello syndrome	congenital abnormalities|musculoskeletal abnormalities|genetic diseases, inborn
cough	respiration disorders|signs and symptoms
cowpox	dna virus infections
coxa valga	bone diseases|pathological conditions, anatomical|joint diseases
coxa vara	bone diseases|pathological conditions, anatomical|joint diseases
coxsackievirus infection	rna virus infections
coxsackievirus infections	rna virus infections
cracked tooth syndrome	tooth diseases|tooth injuries
cramps	muscular diseases|neurologic manifestations|signs and symptoms
cranial nerve disease	cranial nerve diseases
cranial nerve diseases	cranial nerve diseases
cranial nerve injuries	cranial nerve diseases|trauma, nervous system|craniocerebral trauma
cranial nerve neoplasms	cranial nerve diseases|neoplasms by site|nervous system neoplasms|neuromuscular diseases
craniocerebral trauma	craniocerebral trauma|trauma, nervous system
craniofacial abnormalities	congenital abnormalities|musculoskeletal abnormalities
craniofacial dysostosis	bone diseases|congenital abnormalities|musculoskeletal abnormalities
craniomandibular disorders	jaw diseases|muscular diseases
craniopharyngioma	neoplasms by histologic type
craniosynostoses	bone diseases|congenital abnormalities|musculoskeletal abnormalities
crest syndrome	gastrointestinal diseases|vascular diseases|connective tissue diseases|skin diseases|metabolic diseases|pharyngeal diseases
creutzfeldt-jakob syndrome	central nervous system diseases|central nervous system infections|delirium, dementia, amnestic, cognitive disorders|neurodegenerative diseases
cri-du-chat syndrome	congenital abnormalities|genetic diseases, inborn|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
crigler-najjar syndrome	genetic diseases, inborn|metabolic diseases
crisscross heart	cardiovascular abnormalities|congenital abnormalities|heart diseases
critical illness	pathologic processes
critically ill	pathologic processes
crohn disease	gastrointestinal diseases
cross infection	infection
croup	laryngeal diseases|respiratory tract infections
crush syndrome	shock, traumatic
cryoglobulinemia	hematologic diseases|vascular diseases|immunoproliferative disorders
cryopyrin-associated periodic syndromes	genetic diseases, inborn|skin diseases
cryptococcal meningitis	mycoses|central nervous system diseases|central nervous system infections
cryptococcosis	mycoses
cryptogenic organizing pneumonia	bronchial diseases|lung diseases|respiratory tract infections
cryptorchidism	congenital abnormalities|genital diseases, male|urogenital abnormalities|gonadal disorders
cryptosporidiosis	protozoan infections|intestinal diseases, parasitic|parasitic diseases, animal|gastrointestinal diseases
cubital tunnel syndrome	neuromuscular diseases|sprains and strains
cumulative trauma disorders	sprains and strains
cushing syndrome	adrenal gland diseases
cutaneous candidiasis	mycoses|infection|skin diseases
cutaneous fistula	skin diseases|pathological conditions, anatomical
cutaneous larva migrans	helminthiasis|skin diseases, parasitic|skin diseases|infection
cutaneous leishmaniasis	protozoan infections|skin diseases, parasitic|skin diseases|infection
cutaneous mastocytosis	neoplasms by histologic type|skin diseases|connective tissue diseases
cutaneous syphilis	bacterial infections|infection|skin diseases|genital diseases, male|female urogenital diseases
cutis laxa	connective tissue diseases|genetic diseases, inborn|skin diseases
cyanosis	signs and symptoms
cyclosporiasis	protozoan infections
cyclothymic disorder	mood disorders
cyst	cysts|pathological conditions, anatomical
cystadenocarcinoma	neoplasms by histologic type
cystadenocarcinoma, mucinous	neoplasms by histologic type
cystadenocarcinoma, papillary	neoplasms by histologic type
cystadenocarcinoma, serous	neoplasms by histologic type
cystadenofibroma	neoplasms by histologic type|connective tissue diseases
cystadenoma	neoplasms by histologic type
cystadenoma, mucinous	neoplasms by histologic type
cystadenoma, papillary	neoplasms by histologic type
cystadenoma, serous	neoplasms by histologic type
cystic adenomatoid malformation of lung, congenital	congenital abnormalities|lung diseases|respiratory system abnormalities
cystic fibrosis	pancreatic diseases|lung diseases|genetic diseases, inborn|infant, newborn, diseases
cysticercosis	helminthiasis
cystinosis	genetic diseases, inborn|metabolic diseases
cystinuria	urologic diseases|female urogenital diseases|genetic diseases, inborn|metabolic diseases
cystitis	urologic diseases|female urogenital diseases
cystitis, interstitial	urologic diseases|female urogenital diseases
cystocele	urologic diseases|female urogenital diseases|pathological conditions, anatomical
cystoid macular edema	retinal diseases
cysts	cysts|pathological conditions, anatomical
cytochrome-c oxidase deficiency	genetic diseases, inborn|metabolic diseases
cytomegalovirus infection	dna virus infections
cytomegalovirus infections	dna virus infections
cytomegalovirus retinitis	dna virus infections|eye infections, viral|eye infections|retinal diseases
cytophagaceae infections	bacterial infections
dacryocystitis	lacrimal apparatus diseases
dandy-walker syndrome	central nervous system diseases|congenital abnormalities|nervous system malformations
darier disease	genetic diseases, inborn|skin diseases
de lange syndrome	congenital abnormalities|genetic diseases, inborn|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
de quervain disease	muscular diseases|tendon injuries
deaf-blind disorders	congenital abnormalities|neurologic manifestations|vision disorders|signs and symptoms|ear diseases
deafness	ear diseases|neurologic manifestations|signs and symptoms
death, sudden, cardiac	heart diseases|pathologic processes
decalcification, pathologic	bone diseases|metabolic diseases
decapitation	wounds, penetrating
decerebrate state	neurologic manifestations|signs and symptoms
decompression sickness	barotrauma
deep-vein thrombosis	vascular diseases
deficiency disease	nutrition disorders
deficiency diseases	nutrition disorders
degenerative disk disease	bone diseases
deglutition disorders	gastrointestinal diseases|pharyngeal diseases
dehydration	metabolic diseases|pathologic processes
delayed emergence from anesthesia	pathologic processes
delayed graft function	pathologic processes
delayed hypersensitivity	hypersensitivity
delayed puberty	gonadal disorders
delirium	neurologic manifestations|signs and symptoms|delirium, dementia, amnestic, cognitive disorders
delirium tremens	neurotoxicity syndromes|alcohol-related disorders|poisoning|substance withdrawal syndrome|substance-related disorders
delta hepatitis	liver diseases|hepatitis, viral, human|rna virus infections
delta-thalassemia	hematologic diseases|genetic diseases, inborn
deltaretrovirus infections	rna virus infections|immunologic deficiency syndromes
dementia	central nervous system diseases|delirium, dementia, amnestic, cognitive disorders
