id	molecule_name	technology_id
1448	maxacalcitol	3
1449	sevelamer	3
1450		NULL
1451		NULL
1452		3
1453	Other Hypnotics	3
1454		4
1455		4
1457	telaprevir	3
1458		3
1459		NULL
1460		3
1461		3
1462		NULL
1463		3
1464		NULL
1465		3
1466		3
1467		3
1468		NULL
1469	VX-689	3
1470		NULL
1471		NULL
1472	denosumab	5
1474	zanamivir	3
1475		3
1476		3
1477		3
1478		3
1479		3
1482		3
1484	trospium chloride	3
1485	CS-1008	5
1486		4
1487	1399686	3
1488		NULL
1489	Hib-MenCY-TT	8
1490	morphine + naltrexone	3
1491		3
1492	teduglutide	4
1493	IMMU-106	5
1494	SLV334	3
1495	daglutril - discontinued - not sure when - July 2011	3
1496		NULL
1497		NULL
1498		NULL
1499		3
1500		3
1502	azilsartan / azilsartan medoxomil	3
1504	TT-063	3
1505	parogrelil	3
1506	luseogliflozin	3
1508		3
1509	alprostadil	3
1510	botulinum toxin B	4
1511	eszopiclone	3
1513	Other Immunomodulators - MS	3
1514	mecobalamin	3
1515	levodopa + benserazide	3
1516	E-2012	3
1517	mosapride	3
1518		NULL
1519		3
1520	farletuzumab	5
1521		8
1522		3
1523		3
1524		5
1525	irofulven	3
1526		3
1527	celivarone	3
1529	Other Musculoskeletal Agents	3
1530		3
1531	EGb761 	3
1532		NULL
1533	Org 43902	3
1534	Other AD Agents	3
1535	abobotulinumtoxin A	4
1537	methylphenidate / dexmethylphenidate	3
1538	Other Stimulants	3
1539		3
1540		3
1541		3
1542		3
1543	relugolix	3
1544	camostat mesilate	3
1545		3
1546	testosterone gel	3
1547	norethindrone + ethinylestradiol	3
1548	norethindrone acetate + ethinylestradiol	3
1549		3
1550	macrogol	3
1551		3
1552		3
1555	clevudine	3
1556	exenatide / exenatide LAR	2
1558		3
1559	sibutramine	3
1560	ER-803064	3
1561	valrubicin	3
1562	octreotide	4
1563		NULL
1566		3
1567	caldaret	3
1568	edaravone	3
1570	fingolimod	3
1571	bupivacaine	3
1572	cariprazine	3
1573		NULL
1574	carbonaceous absorbent	3
1575		3
1576	garenoxacin	3
1577	piperacillin + tazobactam	3
1578	clarithromycin	3
1580		3
1582	tucotuzumab celmoleukin	5
1583	long acting growth hormone	4
1584	adecatumumab	5
1585	aurora kinase inhibitor	3
1586	NHS-IL2-LT	4
1587	DI17E6	5
1588		4
1589	BG-00010	4
1590	cancer vaccine	8
1591	pimasertib hydrochloride	3
1593	Anti-TWEAK 	5
1594	sonepcizumab	5
1595	lixivaptan 	3
1596	recombinant FGF-18	2
1597	rFIXfc	4
1598	GRC-3886	3
1599	roflumilast	3
1600	eliglustat tartrate	3
1601	ataluren	3
1603	larazotide acetate	3
1607	avotermin	3
1608	migalastat	3
1610	afegostat	3
1611	alendronate effervescent	3
1613	sodium chondroitin sulfate	3
1614	duvoglustat	3
1615		3
1616		3
1617		3
1618	PDE4 inhibitor	3
1619		3
1620	PDE5 inhibitor	3
1621	topical androgen	3
1622	desmoteplase	4
1624	anamorelin	3
1626		3
1627	ONO-4641	3
1628	Lu AA24530	3
1630	BMS-936558	5
1631	Lu AA39959	3
1632	methylnaltrexone	3
1633	Lu AE58054	3
1634	Lu AA24493	3
1635	ONO-7746	3
1636	Lu AA38466	3
1638	vanutide cridificar	8
1639	scyllo-inositol	3
1640		3
1641		3
1642		3
1643		3
1646	VX-809	3
1647	decernotinib	3
1648	lansoprazole	3
1651	leuprolide	2
1652	CDP6038	5
1653	VX-770	3
1654	MP-124	3
1655		3
1656	teneligliptin	3
1657	metformin 	3
1658	lunacalcipol	3
1660		3
1661	canagliflozin	3
1662	recombinant human serum albumin	4
1663	ranirestat	3
1665		3
1666		3
1667	DSP-8658	3
1670	irbesartan + amlodipine	3
1671	SMP-028	3
1672	TLR-7 agonist	3
1675	peramirvir	3
1677	LAS-186323	3
1678	modithromycin	3
1681	cetrorelix	3
1682	SB-737004	3
1683		3
1684	S-555739	3
1685	Lusutrombopag	3
1687	S-444823	3
1689	LAS41002	3
1690		3
1692		3
1694		3
1695	S-222611	3
1696	KW-2450	3
1697	anagrelide	3
1698		5
1699	abuse-deterrent oxycodone	3
1700	sonedenoson	3
1701	fentanyl sublingual	3
1702	pegfilgrastim	4
1703		3
1704		3
1705	diazepam autoinjector 	3
1706	sevelamer	3
1707	mesalazine	3
1708	istradefylline	3
1709	apomorphine hydrochloride	3
1710	pralatrexate	3
1711		3
1712		NULL
1714	KW2478	3
1715	tivantinib	3
1716	KRN330	5
1717	BIW-8962	5
1718		4
1719	ASKP1240	5
1720		3
1721		4
1722	KRN23	5
1723	prulifloxacin	3
1724	AZD6765	3
1725	ceftaroline	3
1726		NULL
1727	AZD8529	3
1728	AZD5904	3
1729	AZD3241	3
1730	AZD6280	3
1731	TC-5619	3
1732	AZD3043	3
1733		3
1734	AZD2423	3
1735		3
1736	AZD1480	3
1737	MEDI-575	5
1738	MEDI-573	5
1739		8
1740		8
1742	AZD9164	NULL
1743	AZD2551	3
1744	LCQ908	3
1745	elinogrel	3
1746		3
1747		4
1750	PF-217830	3
1751	1322322	3
1752		3
1753		3
1754		3
1755	ABT-325	5
1756		3
1760	aclidinium	3
1761	aclidinium + formoterol	3
1763	bapineuzumab	5
1764	tolterodine ER	3
1765	follitropin-beta	4
1769	peficitinib	3
1770	velaglucerase alfa	4
1771	fentanyl - sublingual	3
1772		3
1773	olmesartan	3
1775	iloperidone	3
1776		11
1777	miriplatin	3
1778	canagliflozin	3
1779	S1P1 receptor antagonist	3
1780	linifanib	3
1782		5
1783	RG7417	5
1784	CB3304	3
1785	seocalcitol	3
1786	levomilnacipran	3
1788	crizotinib	3
1789		3
1790	alendronate	3
1791	veliparib	3
1792		NULL
1793		3
1794		NULL
1795		5
1796		NULL
1798	recombinant calcitonin	4
1799	secukinumab	5
1800	formoterol + mometasone furoate	3
1801	SCH-900237	8
1804	indacaterol	3
1805	indacaterol + glycopyrronium	3
1806	vabicaserin	3
1807	mometasone + indacaterol	3
1808	irdabisant	3
1809	anti-TNF	5
1810	once daily hydromorphone	3
1811	IV celecoxib	3
1812		4
1813	gataparsen	7
1814	gemcitabine prodrug	3
1815	litronesib	3
1816	elF-4E ASO	7
1817	TGF Beta antibody	5
1818	BAFF antibody	NULL
1819	Taltorvic	3
1820	pagoclone	3
1821	trastuzumab emtansine	5
1822	gantenerumab	5
1823	figitumumab	5
1824	aztreonam lysine	3
1825		3
1826	CVT-6883	3
1827	TMC278/FTC/TDF	3
1828	GS-9256	3
1829	VX-222	3
1830		3
1831		3
1832	radiprodil	3
1835	betrixaban	3
1836		3
1837		NULL
1838	SCH-527123	3
1839	malaria vaccine	8
1840		NULL
1843	mycophenolate mofetil	3
1844	SCH-721015	6
1845		NULL
1846		NULL
1847	iguratimod	3
1848	sifalimumab	5
1849	H1N1 pandemic influenza	8
1850	tetrabenazine	3
1851	semaglutide	2
1852	recombinant Factor XIII	4
1853	NN7999	4
1854	SC long-acting rFVIIa derivative	4
1855	Long-acting growth hormone	4
1856	Anti-C5aR	5
1857	Anti-IL20	5
1858	carglumic acid	NULL
1859	SAR153192	5
1861	FOV2302	3
1862		5
1863	SAR103168	3
1864		3
1865	granisetron	3
1866	Other Neurology Treatments	3
1867	ipragliflozin	3
1868	AGS-PSCA	5
1869		NULL
1870	ASP0777	3
1871		3
1872		NULL
1873	mifamurtide	12
1874		2
1875	orteronel	3
1877	TAK701	5
1878		NULL
1879		NULL
1881		NULL
1882	zoledronic acid	3
1883	AMPA PAM	3
1884	JNJ-31001074	3
1885	S-288310	8
1886		3
1887	fentanyl citrate	NULL
1888	tivozanib	NULL
1889		5
1890	anti-CD19	5
1891	anti-PD-LI	5
1892	Anti-CD30	5
1893	anti-CD70 antibody drug conjugate	5
1894	anti-CD70 antibody drug conjugate	5
1895	vortioxetine	3
1896	rivastigmine	3
1897	clobazam	3
1898	Flu intradermal micro-injection US	NULL
1899	naloxegol	3
1900	narlaprevir	NULL
1901		NULL
1902		3
1903	MK-3415A	5
1904		3
1905		3
1906		3
1907		8
1908		3
1909		NULL
1910	filgrastim	4
1911	pegfilgrastim	4
1912	MK-7246	NULL
1913		NULL
1914	atacicept	4
1915		2
1916		3
1917		NULL
1918	Other Serotonergics	3
1919	paquinimod	3
1920	linaclotide	3
1921	pazopanib	3
1922	ALD-518	5
1923	AZD7268	3
1924	AZD2327	3
1926	oxybutynin vaginal ring	3
1927	progesterone ring 	3
1928	laquinimod	3
1929	albuferon beta	3
1930		2
1931	CT-011	5
1932		9
1933	Other Anti-psychotic Agents	3
1934	recombinant Factor XIII	4
1935	JNJ-18038683	3
1936		3
1937	SSR125543	3
1938	SSR411298	3
1940	albuferon	4
1941	QAX576	5
1942		3
1943	mavoglurant	3
1944		3
1945		3
1946		5
1947		NULL
1948	doxercalciferol	3
1950	remestemcel-L	9
1951	testosterone	3
1952	valsartan + aliskiren	3
1953	treprostinil	3
1954	E5501	3
1955		3
1956	silodosin	3
1957		3
1958	MABA081	3
1959	BEA-2180-BR	NULL
1960	OpRA II	3
1961	bupivacaine TTS	3
1962	Other Depression Treatments	3
1964	ferumoxytol 	3
1965	perifosine	3
1967	GRC 6211	3
1968	iGluR5 antagonist	3
1969	acetyl salicylic acid	3
1971		5
1972		5
1973	buprenorphine / buprenorphine + naloxone	3
1974	anatibant	3
1975	ceftriaxone	3
1976	peg-interferon alpha 2a	4
1977		3
1978	ribavirin	3
1979	diclofenac sodium gel	3
1980	regorafenib	3
1981	L19-SIP	5
1982	immunoconjugate	5
1983	LAS41007	3
1984	nabiximols	3
1985	collagenase	4
1986	pramlintide + leptin	4
1987	dipyridamole + aspirin	3
1988	macitentan	3
1990	alfacalcidol	3
1991	vernakalant - oral	3
1992		NULL
1993	Lu 02-750	3
1994		3
1995	tafluprost	3
1996	conatumumab	5
1997	oxatomide	3
1998	TAK-937	3
2000	razupenem	3
2001	doxycycline	3
2002	abediterol	3
2003	pozanicline	3
2004	163090	3
2005	Metazym	3
2006	249320	5
2007	XL-413	3
2008	SMO antagonist	3
2009	cixutumumab	5
2010	zicronapine	3
2011	icatibant	2
2013	tivozanib	3
2014	ADL-5859	3
2015		NULL
2016	ADL-5747	3
2017	sapropterin	3
2018	SGN-35	5
2019	laronidase	4
2020	galsulfase	4
2021	Alzheimer's disease vaccine	8
2022	repaglinide	3
2023	ABT-510	3
2024	natalizumab	5
2025	IMC-11F8	5
2026	piclozotan	3
2028		3
2029	levonorgestrel + ethinyl estradiol	3
2030	desogestrel + ethinyl estradiol	3
2031	beclomethasone	3
2032	custirsen	7
2033	dutasteride / dutasteride + tamsulosin 	3
2034	saracatinib	3
2035	imatinib	3
2036		3
2038	ruxolitinib	3
2039	AZD3480	3
2040	JNJ-17216498	3
2041		7
2043	losmapimod	3
2044		NULL
2045		NULL
2046	1144814	3
2048	dalfampridine	3
2050	ATI355	5
2052	S-234462	3
2053	dalfampridine	3
2054	inhaled insulin	4
2055	tasocitinib	3
2056	PF-4308515	3
2057	PF-5212368	NULL
2058	fosdagrocorat	3
2059	PF-3654764	3
2060	PF-4764793	NULL
2061		NULL
2062	AMG 655 	5
2063	CP-601927	3
2064	PF-2400013	3
2065	PF-2545920	3
2066	PF-3049423	3
2067	PF-4455242	3
2068	begacestat	NULL
2069	PF-5212377	3
2070	PF-3463275	3
2071	PF-4447943	3
2072	PF-4494700	3
2073	vanutide cridificar	8
2074	SAM-531	3
2075	PF-4427429	5
2076	PF-4457845	3
2077	PF-4531083	3
2078	romidepsin	3
2079	semuloparin	4
2080	TC-5214	3
2081	Iosmapimod	3
2082	mifamurtide	NULL
2083	rindopepimut	8
2084	rindopepimut	8
2085		3
2086	obinutuzumab	5
2087	561679	3
2088	gabapentin enacarbil	3
2089	nitazoxanide	3
2090	nitazoxanide	3
2091	omalizumab	5
2092	ABCA1 inducer	3
2093	mGluR5 antagonist	3
2094	triple reuptake inhibitor	3
2095	TAAR1 partial agonist	3
2096	RG1662	3
2097	obinutuzumab	5
2098	insulin aspart	4
2099	biphasic insulin aspart	4
2100	insulin aspart	4
2101	PDA-001	9
2104	NN9068	2
2105	NN1952	2
2106	NN9924	2
2107	NN9161	4
2108		3
2109	anti-IL17a MAb	5
2110	YM150	4
2111	AQW051	3
2112	BAF 312	3
2113	QAX028	3
2114	LCZ696	3
2115	QAV680	3
2116	QGE031	5
2117	canakinumab	5
2118	sotrastaurin	3
2119	BGS649 	3
2120	amadacycline	3
2121	"carbamazepine, I.V."	3
2122	dilmapimod 	3
2123	velaglucerase alfa	4
2124	eculizumab	5
2125	cabazitaxel	3
2126	NV1FGF	6
2127	FOV1101	3
2128	SAR231893	5
2129	alirocumab	5
2130	canakinumab	5
2131	betrixaban	3
2132	canakinumab	5
2133	reslizumab	5
2134	reslizumab	5
2135	MK-7288	3
2136		3
2137	oxybutynin gel	3
2138	LY3009104	3
2139	Other NMDA Antagonists	3
2140	pridopidine	3
2141	gimeracil + oteracil + tegafur	3
2142	tegafur + uracil	3
2143	calcium folinate	3
2144	fingolimod	3
2145		NULL
2146	dexlansoprazole	3
2147	omega-3-acid ethyl ester concentrate	3
2148	TAK-733	3
2149	davalintide	4
2150		NULL
2151	quizartinib 	3
2152	acotiamide	3
2153	AGS-16M8F	5
2154	sibutramine	3
2155	mitiglinide	3
2156		3
2157	miglustat	3
2158		NULL
2159	roflumilast	3
2160	eliglustat tartrate	3
2161	Other COMT Inhibitors	3
2162	ONO-2745	NULL
2163	imidafenacin	3
2164		3
2165	aprepitant	3
2166	romiplostim	5
2167		2
2168	alpha-glucosidase	4
2169	bendamustine	3
2170	bendamustine	3
2171	BGS-649 	3
2172		3
2173		3
2174	bupivacaine	3
2175	AGN-209323	3
2176	letaxaban 	NULL
2177		3
2178		NULL
2179	idursulfase-IT	4
2180	HGT-1410	4
2181	HGT-2610	4
2182	SPD 535	3
2183		NULL
2184		3
2185		3
2186	peramivir	3
2187	rilonacept	4
2188	Other Atypical Anti-psychotic Agents	3
2189	A-623	5
2190	paquinimod	3
2191	Anti IL-17	NULL
2192	dimethyl fumarate	3
2193	AZD8566	NULL
2194	belinostat	3
2195	riluzole	3
2196	selexipag	3
2197	Unknown cardiovascular compound	3
2198	JNJ-42160443	5
2199	S/GSK1349572	3
2200	Other Pain Agents	3
2201	beraprost 	3
2202	MenACWY-TT	8
2203	rotavirus vaccine	8
2204	705498	3
2205	656933	NULL
2206	MK-7243	8
2207	MK-3641	8
2208	imatinib	3
2209	Other PD Agents	3
2210		3
2211	cetirizine	3
2212	Other Migraine Agents	3
2213	olodaterol	3
2214	vardenafil	3
2215	naftopidil	3
2216	aclidinium + formoterol	3
2217	alfacalcidol	3
2218	573719 + 642444	3
2220	drisapersen	7
2221	booster vaccines	8
2222		NULL
2223		8
2224	tiotropium + BI-1744	3
2225	Other Psychiatry Treatments	3
2226	botulinum toxin type A	4
2227	exenatide / exenatide LAR	2
2228	interferon alpha 2b	4
2229	aclidinium	3
2230	sumatriptan injectable	3
2231	vilanterol	3
2232	sumatriptan injectable	3
2233	BIIB033	5
2234	salbutamol	3
2235		4
2236		4
2237	PRT128	3
2238	serelaxin 	4
2239	carglumic acid	3
2240	tocofersolan	2
2241	calfactant	4
2242	stannsoporfin	2
2243	mercaptamine	3
2244		NULL
2245		NULL
2246	apaziquone	3
2247	tiotropium + olodaterol	3
2248	salmeterol + fluticasone propionate	3
2249	573719 + vilanterol	3
2250	cobicistat	3
2251		3
2252	VX-765	3
2253	1278863	3
2254		3
2255	2245840	3
2256	256073	3
2257	1362885	3
2258	1265744	NULL
2259		NULL
2260	mesenchymal-epithelial transition factor (C-met) kinase inhibitor	3
2261	GSK184072	3
2263	totrombopag	3
2264	milnacipran	3
2265	escitalopram	3
2266	PTC-124	3
2267	mizoribine	3
2268	fosaprepitant	3
2269	bendamustine	3
2270		8
2271	HPV 9-valent vaccine	8
2272	beraprost	3
2273	valganciclovir	3
2274	levodopa + benserazide	3
2275	triptorelin	2
2276	afuresertib	3
2277	2118436	3
2278	2126458	3
2279	2141795	3
2280	256066	3
2281	mepolizumab	5
2282	1325756	3
2283	dilmapimod	3
2284	1070806	5
2285	1223249	5
2287	557296	3
2288	CCX025	3
2289	1605786	3
2290		8
2291	GSK-2197870A	8
2292	UCB 2892	3
2293	omecamtiv mecarbil	3
2294	mogamulizumab	5
2295		5
2296		3
2297	AMG 157	5
2298		NULL
2299	AMG 167	5
2300	AMG 853	3
2301	TV-1102	7
2302		3
2303		NULL
2304	pitavastatin	3
2305		5
2306		3
2307	ceftazidine / NXL-104	3
2308	ceftaroline / NXL-104	NULL
2310		3
2311	AZD8418	3
2312	Staphylococcus aureus vaccine 	8
2313	TLR-7 agonist	3
2314	PF-4856884	5
2315	PF-4382923	5
2316	PF-5122371	3
2318		3
2319		5
2320	PF-03084014	3
2321	PF-03446962	5
2322		5
2323		3
2324		3
2325	PF-4217903	3
2326	PF-4605412	5
2327	PF-4691502	3
2328	PF-477736	3
2329	PF-4929113	3
2330	WAY-178357	3
2331	PF-562271	3
2332	fezakinumab	5
2333	PF-5230895 	5
2334		3
2335	filorexant 	3
2336		NULL
2337	dacomitinib	3
2338	daptomycin injection	8
2339		3
2340	Glycine Uptake Inhibitor	3
2341		4
2342		3
2343		3
2344		3
2345	meningitis B vaccine	8
2346	PD-0332991	3
2347	agatolimod	5
2348		3
2349	Other Opioid Analgesics	3
2350		5
2351		3
2352		4
2353		3
2354		3
2355	dalotuzumab	5
2356	dinaciclib	3
2357	AS-3201	3
2358	rindopepimut	8
2359	tucotuzumab celmoleukin	5
2360	naproxcinod	3
2361	ferumoxytol	3
2362	PDA-001	9
2363		3
2364		3
2365		3
2366		2
2367		3
2368	ATX-MS-1467	2
2369	alisporivir 	3
2370	recombinant calcitonin	4
2371	NIM811	3
2372	RSV604	3
2373	IC-43	8
2374	GRC 15300	3
2375	proisletide acetate	2
2376	Pseudomonas aeruginosa vaccine	8
2377	testosterone gel	3
2378		3
2379	mesalazine	3
2380	alogliptin	3
2381	vildagliptin	3
2382	daclizumab	5
2383	flibanserin	3
2384	iniparib	3
2385	Traficet-EN	3
2386	vernakalant hydrochloride	3
2387	domperidone	3
2388	zuclopenthixol	3
2389	melitracene	3
2390	flupenthixol	3
2391	nortriptyline	3
2392	amitriptyline	3
2393	chlorprothixene	3
2394	lofepramine	3
2395	formoterol + aclidinium	3
2396	NSA-789	3
2397	galantamine	3
2398	galantamine	3
2399	galantamine	3
2400	HTC-867	3
2401	zaleplon	3
2402	amitriptyline	3
2403	viloxazine	3
2404	timiperone	3
2405	Glycine Uptake Inhibitor	3
2406	AMPA PAM	3
2407	levodopa + carbidopa	3
2408	levodopa + carbidopa	3
2409	felbamate	3
2410	mianserin	3
2411	asenapine	3
2412	carbidopa + levodopa	3
2413	Nitrendipine	3
2414	nisoldipine	3
2415	nimodipine	3
2416	sotalol	3
2417	iloprost	3
2418	telmisartan	3
2419	lepirudin	4
2420	topiramate	3
2421	aprotinin	3
2422	ganaxolone	3
2423	clonazepam	3
2425	gantenerumab	5
2426	citalopram	3
2427	citalopram	3
2428	naratriptan	3
2429	buproprion	3
2430	sumatriptan	3
2431	rizatriptan	3
2432	isosorbide mononitrate	3
2433	propranolol	3
2434	argatroban	3
2435	lacidipine	3
2436	labetalol	3
2437	nicorandil	3
2438	cilazapril	3
2439	fosinopril	3
2440	abciximab	5
2441	betaxolol	3
2442	denopamine 	3
2443	docarpamine	3
2444	carbazochrome sodium sulphonate	3
2445	argatroban	3
2446	MP-124	3
2447	clozapine	3
2449	BGG492	3
2450	CAD106	8
2451	tolcapone	3
2452	U3-1287	5
2453	incadronate disodium	3
2454	amifostine	3
2455	clodronate	3
2456		3
2457	ibritumomab tiuxetan	5
2458	BIW-8405	5
2459	MEDI-563	5
2460	daclizumab	5
2461	flunisolide	3
2463	haloperidol	3
2464	DTaP	8
2465	eslicarbazepine	3
2466	indacaterol + mometasone furoate	3
2467	zonisamide	3
2468	OX-NLA	3
2469	zonisamide	3
2470	zonisamide	3
2471	droxidopa	3
2472	perospirone	3
2473	618334	3
2474	TDaP	8
2475	DTaP+IPV	8
2476	haloperidol	3
2477	biperiden	3
2478	TDaP+HiB	8
2479	nimetazepam	3
2480	DTaP+IPV+HiB	8
2481	DTaP+IPV+HiB	8
2482	DTaP+IPV+HiB+HepB	8
2483	lofepramine	3
2484	theophylline	3
2485	ODC-9101	3
2486	SGN-35	5
2487	TPI-ASM8	7
2488	istradefylline	3
2490	carboplatin	3
2491	nefazodone	3
2492	escitalopram	3
2493	buspirone	3
2494	citalopram	3
2495	naltrexone oral	3
2496	arsenic trioxide	3
2497	escitalopram	3
2498	liposomal doxorubicin	3
2499	bexarotene	3
2500	MN-001	3
2501	doxifluridine	3
2502	primidone	3
2503	DTaP+Hib-IPV	8
2504	LT-NS001	3
2505	polysaccharide-K 	12
2506	atorvastatin + amlodipine	3
2507	candesartan cilexitil	3
2508	interferon beta	4
2509	amlodipine	3
2510	pindolol	3
2511	dobutamine	3
2512	lisinopril	3
2513	efonidipine	3
2514	nisoldipine	3
2515	pravastatin +  fenofibrate 	3
2516	clonidine hydrochloride	3
2517	ADX415 	3
2518	miriplatin	3
2519	bendamustine	3
2520	oral polio vaccine	8
2521	inactivated polio vaccine	8
2522	seasonal influenza vaccine	8
2523	perindopril	3
2524	anti-NGF	5
2525	sevoflurane	3
2526	anti-thymocyte globulin rabbit	5
2527	diltiazem 	3
2528	fresolimumab	5
2529	Dengue fever vaccine	8
2530	omega-3-acid ethyl ester concentrate	3
2531	ifosfamide	3
2532	nedaplatin	3
2533	levosimendan	3
2534	mesna	3
2535	monteplase	3
2536	fasudil	3
2537	Tuberculosis vaccine	8
2538	ubidecarenone	3
2539	nilutamide	3
2540	isosorbide dinitrate	3
2541	flecainide	3
2542	cilazapril	3
2543	metildigoxin	3
2544	rezatomidine	3
2545	hydrocodone + acetaminophen	3
2546	SXN-100323	3
2547	PIV-3 vaccine	8
2548	RSV vaccine	8
2549	RSV+PIV-3 vaccine	8
2550	Meningococcal vaccine ACWY	8
2551	fentanyl inhaled	3
2552	fulranumab	5
2553	lenograstim	4
2554	dopamine	3
2555	cladribine	3
2556	buserelin	2
2557	trabectedin	3
2558	dolasetron	3
2559	alteplase	4
2560	medroxyprogesterone acetate	3
2561	mirimostim	3
2562	5-fluorouracil	3
2563	pimobendan	3
2564	mexiletine	3
2565		NULL
2566	lacidipine	3
2567	ozagrel hydrochloride	3
2568	landiolol hydrochloride	3
2569	Human and animal insulins	4
2570	buccal insulin	4
2571	milrinone	3
2572	HGT	4
2573	barnidipine	3
2574	nilvadipine	3
2575	oprelvekin	4
2576	conivaptan	3
2577	delapril	3
2578	manidipine	3
2579	MCHR1	3
2580	glucagon	4
2581	glucagon	4
2582	nateglinide	3
2583	CSG452	3
2584	AVE0897	3
2585	thyroid tablets	3
2586	Corticosteroids	3
2587	liothyronine	3
2588	gemfibrozil	3
2589	levothyroxine	3
2590	methimazole	3
2591	liothyronine	3
2592	levothyroxine	3
2593	dihydroxycholecalciferol	3
2594	sonedenoson	3
2595	amiodarone	3
2596	glibenclamide	3
2597	spironolactone	3
2598	gliclazide	3
2599	glipizide	3
2600	somatropin	4
2601	mecasermin	4
2602	PRA-027	3
2603	metformin	3
2604	ticlopidine	3
2605	elagolix	3
2606	AMG167	5
2607	salmon calcitonin	2
2608	ipriflavone	3
2609	S. pneumoniae + H. influenzae vaccine	8
2610	Streptococcus pneumoniae vaccine	8
2611	calcitriol	3
2612	Varicella Zoster virus vaccine	8
2613	calcitriol	3
2614	ulipristal	3
2615	ibandronic acid	3
2616	naproxen	3
2617	ketorolac 	3
2618	aspirin+butalbital+caffeine	3
2619	acetaminophen+butalbital+caffeine	3
2620	VAP-1	5
2621	tegafur + uracil	3
2622	tropisetron	3
2623	aldesleukin	4
2624	molgramostim	4
2625		NULL
2626		3
2627		7
2628		3
2629		3
2630	toremifene	3
2631	Bacillus Calmette-Guerin	8
2632	fluvastatin	3
2633	deferoxamine mesylate	3
2634	lisinopril	3
2635	nitroglycerin patch 	3
2636	lovastatin	3
2637	busulfan	3
2638	sevelamer	3
2639	human thrombin	4
2640	thrombin alfa	4
2641		5
2642	urapidil	3
2643	nitroglycerin patch	3
2645	Orplatna	3
2646	Orplatna	3
2647	laromustine	3
2648	NX-473	3
2649	alprostadil alfadex	3
2650	AP5346 	3
2651	apomorphine	3
2652	SLx-2101	3
2653	iGluR5 antagonist	3
2654	allystrenol	3
2655	terazosin	3
2656	propiverine	3
2657	oxycodone + ibuprofen	3
2658	propiverine	3
2659	ONO-5839	3
2660	oxybutynin patch	3
2661	oxybutynin patch	NULL
2662	870086	3
2663	oxybutynin patch	3
2664	PF-610355	3
2665	estrogen + methyltestosterone	3
2666	conjugated estrogens	3
2667	estrogen	3
2668	AZD3199	3
2669	estradiol gel	3
2670	estradiol + norethisterone	3
2671	PPSV23	8
2672	mumps vaccine	8
2673	paquinimod	3
2674	mumps vaccine	8
2675	PPSV23	8
2676	conjugated estrogen	3
2677	Hib+HepB+DTaP+IPV	8
2678	olodaterol + tiotropium	3
2679	Staphylococcus aureus vaccine	8
2681		3
2682	montelukast + mometasone furoate	3
2683	choriogonadotropin alfa	4
2684	recombinant human lutenizing hormone	4
2685	desmopressin	3
2686	duloxetine	3
2687	SCH-900237	8
2688	CYC682	3
2689	pixantrone	3
2690	IPI504	3
2691	argatroban	3
2692	captopril	3
2693	radio-labeled tositumomab	5
2694	furosemide	3
2695	denileukin diftitox	4
2696	L19-TNF-alpha	4
2697	imatinib	3
2698	temocapril	3
2699	perindopril	3
2700	AMG 317	5
2701	Ramipril 	3
2702	AZD1981	3
2703	CAT-354	5
2704	MEDI-528	5
2705	2190915	3
2706	679586	5
2707	captopril	3
2708	AP768	3
2709	AZD5985	3
2710	AZD8075	3
2711	interferon alfa-2a	4
2712	perindopril	3
2713	PF-3526299	NULL
2714	PF-3893787	NULL
2715	paclitaxel polyglumex	3
2716	PF-4191834	NULL
2717	tesetaxel	3
2718	testosterone patch	3
2719	AZD1236	3
2720	AZD9668	3
2721	indomethacin	3
2722	PF-3635659	NULL
2723	610677	3
2724	VR-776	3
2725	ziconotide	2
2726		8
2727	M200	5
2728	flutamide	3
2729	INNO-507	3
2730	fimasartan 	3
2731	lidocaine + prilocaine	3
2732	raloxifene	3
2733	testosterone gel	3
2734	testosterone gel	3
2735	darinaparsin	3
2736		3
2737	degarelix	2
2738	tasonermin	3
2739	histrelin	2
2740	sivelestat sodium hydrate	3
2741	testosterone injection	3
2742	testosterone patch	3
2743	goserelin	2
2744	transdermal indomethacin	3
2745	calfactant	4
2746	tiaramide	3
2747	nafarelin	3
2748	anti-CD40L	5
2749	anti-CD40L	5
2750	CDP7657	5
2751	Polyethylene glycol + sodium chloride	3
2752	diltiazem	3
2753	nifedipine	3
2754	diltiazem	3
2755	adomiparin	3
2756		7
2757	vorinostat	3
2758	tirofiban	3
2759	tirofiban	3
2760	ticlopidine	3
2761	metoprolol	3
2762	palifermin	4
2763	oblimersen - discontinued September 2012	7
2764	plitidepsin	3
2765	danegaptide 	2
2766	ACT-GRO-777	7
2767	glembatumumab vedotin	5
2768	dimesna	3
2769	LOR-2040	7
2770	cinitapride	3
2771	dimesna	3
2772	pinaverium bromide	3
2773	ADL-7445	3
2774	ADL-5945	3
2775	ibodutant	3
2776	velusetrag	3
2777	alprostadil	3
2778	alosetron	3
2779	HDM AIT	8
2780	ecallantide 	4
2781	metopimazine	3
2782	naftidrofuryl oxalate	3
2783	alprostadil alfadex	3
2784	colesevelam hydrochloride	3
2785	anti-thrombin alpha	4
2786	SCH-619734	3
2787	urokinase	4
2788	reteplase	4
2789	reteplase 	4
2790	desmoteplase	4
2791	AIN-457	5
2792	interferon beta 1a	4
2793	morphine	3
