id	company_comments	company_name	dr_company_comments	financial_year_end	headquarters	is_active	is_forecast	company_type_id	reporting_currency_id
84	 	Recordati	"GH April 14. Unclear what ""other"" sector is. have taken other revenue + other international sales.  consider raising ROW generics to reflect stake in Opalia Pharma LM sep 2013 PF 5/2/2012 - added cidine totals to other ROW GI  BD Sep 12 - added in other sales for Met deriving from Orphan Europe's rare disease portfolio that are actually growing well according to Recordati. Therefore have continued this trend."	12	Europe	TRUE	TRUE	3	2
85	NULL	Regeneron	NULL	12	USA	TRUE	FALSE	2	6
86		Roche	"Transplant = zenapax - need to brin down to zero from 2010 on nextg updaed LM  Change geo split in April 2010 update as Roche is now reporting US sales in Pharma, where we had North American sales.   5/9/11 Quarterly data pre-2010 needs correctly. Quarterly figures should be for Roche Group - the website doesn't add on Chugai's values. 'research and development - core basis' in the half-year report is a good surrogate in H1 for what CapIQ uses for R&D  Dec 2013 - company sold rights to Neupogen/Neulasta, removed some $ from ROW Onc OP.  Sector Totals:  Diagnostics = sales + other/royalties for diagnostics division. Others  = pharma (Roche + Chugai) other revenues and royalties R&D = Pharma (Roche + Chugai) R&D Quarterly R&D Spend= Pharma (Roche + Chugai) R&D; H1 = reported, H2 = FY-H1 Quarterly Ethical Drug Sales = Pharma (Roche + Chugai) sales revenue; H1 = reported, H2 = FY-H1 US and ROW Sales: make sure to remove Chugai Revenues"	12	Europe	TRUE	TRUE	1	5
87	NULL	Salix	NULL	12	USA	TRUE	FALSE	2	6
88	NULL	Sanofi Pasteur MSD	NULL	12	Europe	TRUE	FALSE	3	2
89		Sanofi	Total Ethical Drug Sales = Pharma + Vaccines - consumer health care - aliance revenue  gg sep 12 - derm divested in 2011 - Genzyme acquisition will have impacted 2011 others.  Sales from generics are listed out by the company - only recognized in the US from 2010  LM - other metabolism will include egrifta in EMS (pushed up - Nov 2011) AM (12/2/2010) - Added in US haem sales as requested. 2010 generics OP is estimation based on H1 report (pg 51). US/RoW oncology OP ticks up again in 2014/2013 to follow brand trend.  KK 24/9/10 HEMATOLOGY OTHER SALES ACCOUNT FOR FERRLECIT SALES - 2010 onwards only 	12	Europe	TRUE	TRUE	1	2
90	NULL	Santarus	NULL	12	USA	FALSE	FALSE	3	6
91	"Santen manufactures and markets ophthalmic and anti-rheumatic pharmaceuticals, medical devices and OTC pharmaceuticals.  However, we capture and analyze the ethical drugs only.  Other Products consists of several minor pharmaceutical brands and generics."	Santen	Amy: 12/10 updated 2009 FY figure  4/09 US OP relatively flat RoW: TAs 2% growth and generics 10% growth. OP CAGR 11% 06/9/11 Adjusted historical total as found hard numbers for US/North America. Company gives Ophth and RA totals so put 'other' in generics as it already had some generics sales assigned. KK	3	Japan	TRUE	TRUE	3	7
92	"Jump in other products figures in 2007 and 2008, particularly in the ROW, is due to the acquisition of Organon."	Schering-Plough	US/ROW comes from company Feb 03 2009 8k - US - 3812 ROW 10441	12	USA	FALSE	FALSE	1	6
93	"ROW sales include sales from acquisition of Oryx -- now called SPI which markets products in CV, CNS and AI areas in Canada. "	Sepracor		12	USA	FALSE	FALSE	3	6
94	NULL	Servier	NULL	12	Europe	TRUE	FALSE	3	2
95	US sales are from consolidation of Sciele Pharma	Shionogi	"Acquired Sciele Pharma in 2008.  - no major products so all in Other Products figures here. JB OCT 2010 - ROW GU sales need to be added to account for Cetrotide, which was launched in 2006. AM(3/24/2011) - OP trends follow trends for sum of brands for each TA. AHM (Sept. 2010). US ED number=Shionogi Inc ED R&D=99.5% of total R&D  HT(Mar, 2012) US sales dropped significantly for 2011 due to several quality isuues in the US as well as  massive restructuring of its US subsidiary"	3	Japan	TRUE	TRUE	3	7
96		Shire	BD Mar 12 - total global ethical drugs number is derived by subtracting Dermagraft from Shire's reported total sales figure (3950.2-105.3) = 3844.9  BD Mar 13 - total global ED sales of 4252.9 = total prod sales (4406.7) - Dermagraft (153.8)  GH Nov 13 - look up 10Q for R&D GH apr 14-total global ED sales of 4667.7 = total prod sales (4757.5) - Dermagraft (89.8) DERMAGRAFT divested to Organogenesis	12	Europe	TRUE	TRUE	3	6
97		Solvay		12	Europe	FALSE	TRUE	3	2
98	NULL	Somaxon	NULL	12	USA	FALSE	FALSE	2	6
99	NULL	Sucampo	NULL	12	USA	TRUE	FALSE	2	6
100	"Mar, 2012 (HT) Consolidation of Nycomed in late Sep 2011 is expected to drive Takeda's ROW sales significantly for FY2011"	Takeda	"Nov 2011 vaccines sales added. sales mostly in travel and paed.  SG 16052008 - For the full year financials number I used the Ethical Drug figure from p.4 of FY2007 Data Book, figure 1 Statements of Income - YEN1210.2bn.  For total US sales the figure comes from p. 7 of the same report Ethical Drug Sales.  These figures do not include products for which Takeda is the distributor but I don't think that is the case for any of their US sales so I took the Americas number to be the US total - YEN421.9bn.  AM(3/24/2011) - OP trends follow sum of brand trends for each TA."	3	Japan	TRUE	TRUE	1	7
101	NULL	Teikoku Seiyaku	"(NM) Teikoku Pharma USA (the US subsidiary) licensed rights to transdermal Aricept from Eisai in March 2009, so included the company here."	3	RoW	TRUE	FALSE	3	7
102	2009 Other GU sales from Barr's Women's Health brands  2012 Other Oncology from Cephalon  	Teva	"need to add some forecasts for the new products but most not in clincial yet so wait till fy LM dec 2013 GH Sep 13 - API = Active Pharmaceutical Ingredients  ED = total sales - API - OTC & Others Other onc includes bio-better g-csfs - need to remove when Lonquex and Neugranin are forecasted separately. need to check synribo & chart downloaded. Dec 2012 -added Oncology OP for Cephalon products Nov 2011 - Increase in AI, CNS, GI,Generic, MSP & Onc OP numbers with addition of Cephalon figures Nov. 2011 - GU OP numbers increased with ac. Theramax Nov 2011. added US onc sales to account for biobetter GCSFs. sales match event impacts KK 2010 ROW Other Generics includes +$667m ($2.0bn in annual sales for last 4 months of '10) in European sales from acquired ratiopharm business (deal closed in early Aug. 2010)  2010 - reduced Resp OP - due to branded additions   2010-adjust Row OP for $112m in biosimilars - $80 Onc & $32 Met "	12	ROW	TRUE	TRUE	3	6
103	NULL	The Medicines Company	NULL	12	USA	TRUE	FALSE	2	6
104	NULL	TopoTarget	NULL	12	Europe	TRUE	FALSE	2	1
105	2006 acquisition of Schwarz Pharma resulted in large increase in 2007 Other Product sales	UCB	NL- increase in 2007 OP due to consolidation of Schwarz Pharma. AM (23/3/2010): company announced in Feb 10 of intention to exit US primary care from March 2010. Assume decline in sales in PC markets from then on. lm 25/3/10 - added 'unallocated' negative number to ROW sales  MB SEP 2013- First half 2012 company reported an adjustment in R&D to 405m pounds. First half 2013=424m pounds. First half revenue=1466m pounds. 	12	Europe	TRUE	TRUE	3	2
106	NULL	United Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
107	NULL	Various	NULL	12	N/A	TRUE	FALSE	NULL	6
108		Vertex	"MB APR 2014- Other sales =Total revenue outside of US - total product revenue (net)  AM - 08/2011 - first product sales happened in 2Q 2011.  SE - 3/22/10 - No products sales expected until 2011.  SE - 25th Nov 2009 - no changes; looks good.  Using ethical drugs sales as - Product revenues, net"	12	USA	TRUE	TRUE	3	6
109	NULL	ViroPharma	NULL	12	USA	FALSE	FALSE	2	6
110	NULL	Vivus	NULL	12	USA	TRUE	FALSE	2	6
111	A significant increase in 2012/2013 revenues owing to the Watson/Actavis merger and again in 2013/2014 from the Actavis/Warner Chilcott merger.	Actavis	"JB MAR 11 - Total Ethical = Generic and Brand Distribution and other revenue = sector totals. ROW revenue added for 2010 w Arrow Group acq. JB June 2011 - incorp ROW sales for Specifar acq. Jan. '13 (MLN): Name changed to Actavis. Former Actavis changed to Actavis (legacy). Kadian assigned Actavis (legacy) proforma.  BH Apr 2013: Q4 ethical drug sales = pharma + specialty brands: 1388.7+112.6 = 1501.3 (higher because includes legacy Actavis sales) does not include ""other revenue"". Total US and ROW sales estimated based on 10-k. Total US sales: 4718.8m, ROW: 1064.4m. Distribution revenues included in US sales ONLY. Assume all other branded sales in GU since focused in women's health.  Expect increased Generics and Branded sales over time. Strong Generics pipeline/PIV/First-to-file in US and expanding sales force for ROW. See spreadsheet for calculations.  MB APR 2014- distribution = Anda distrubution.Total ethical sales= pharma+specialty=1,043 + 6,252=7,295m "	12	USA	TRUE	TRUE	3	6
112	 	Wyeth	"Wyeth Alliance Revs include Enbrel N. American sales, Altace & Cypher (sirolimus) stent revenues(recorded in Other Transplant)"	12	USA	FALSE	FALSE	1	6
114	NULL	Akzo Nobel	NULL	NULL	NULL	TRUE	FALSE	NULL	NULL
115	NULL	Alpharma	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
116	NULL	Altana	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
117	NULL	Aventis	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
118	NULL	Bioenvision	NULL	NULL	NULL	TRUE	FALSE	NULL	NULL
119	NULL	Biogen	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
120	NULL	Chiron	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
121	NULL	Encysive Pharmaceuticals	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
122	NULL	Fournier	NULL	NULL	NULL	TRUE	FALSE	NULL	NULL
123	NULL	Genzyme / Biomarin	NULL	NULL	NULL	TRUE	FALSE	NULL	NULL
124	NULL	Immunex	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
125	NULL	IVAX	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
126	NULL	Kirin	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
127	NULL	Kos	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
128	NULL	Ligand	NULL	NULL	NULL	TRUE	FALSE	NULL	NULL
129	NULL	Lilly/Icos	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
130	NULL	MedImmune	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
131	NULL	MGI Pharma	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
132	NULL	Millennium	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
133	NULL	Pharmacia	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
134	NULL	Pharmion	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
135	NULL	Reliant Pharmaceuticals	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
136	NULL	Schering	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
137	NULL	Schering AG	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
138	NULL	Schwarz	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
139	NULL	Serono	NULL	NULL	NULL	FALSE	FALSE	NULL	NULL
140		TAP		12	USA	TRUE	FALSE	3	6
143		Archer Biosciences		12	USa	TRUE	FALSE	2	6
144		Fumapharm		12	Zurich	TRUE	FALSE	2	2
147		Rigel Pharmaceuticals		12	USA	TRUE	FALSE	2	6
148		Neurosearch		12	Denmark	TRUE	FALSE	2	1
149		BioDelivery Sciences		12	"North Carolina, USA"	TRUE	FALSE	3	6
150		Taisho	"AM - 12/2012 - Ethical R&D = R&D attributed by the company to the Prescr Med segment. The R&D split for Self-Med and Prescription Med is not available in Q reports - just total R&D. Applied the split from the 2011 Annual report (22% ; 78%) to total R&D numbers Q1: Y5.321b, Q2: Y6.180b. For 2012 moved 20m from Other AI to Other CV to make the curves smooth.  JB SEP 11 - Other revenue comes from Prescription Operations that are non-ethical drugs; 7.9bn in Intermediate products, 0.3 in Royalty income.  Ethical drugs were 93.1bn ($1086.7m).  Self-Medication was Yen 167.1bn  JB SEP 2011 - Taisho provides FY 2010 ethical drug sales of Yen 93.1bn, which converts to $1086.7m"	3	Japan	TRUE	TRUE	3	7
151		Yakult Honsha		3	Japan	TRUE	FALSE	3	7
152		Biovail		12	RoW	TRUE	FALSE	3	6
153	Warner Chilcott is in the process of being acquired by Actavis. The deal is expected to close in late 2013.	Warner Chilcott 	"JB SEPT 2012 - Other Product Net Sales included in ED total (from income statment).  Sector totals include Contract Manufacturing and Other Revenue (31m for both 2011 and 2010).  AR removed  BH Apr 2013 - Sector totals 14m contract manufact. 10m other rev (not include alliance, 56m). total ethical sales: 2541m (minus -manufact, other rev, and alliance, 80m). US keep what Virtua states (2132m), ROW, subtract the other revenues (409-80m): 329m."	12	Europe	FALSE	TRUE	3	6
154	"Optimer was founded and registered as a Delaware Corporation in 1998. The Company headquarters and R&D laboratory are located in San Diego, CA.  Optimer also has one subsidiary, Optimer Biotechnology ocated in Taipei, Taiwan.  The company has over 60 employees. AIs (antibiotics) are the main focus of the company."	Optimer		12	USA	FALSE	FALSE	2	6
155		Protalix		12	Israel	TRUE	FALSE	2	6
156		Tercica		12	United States	FALSE	FALSE	2	6
157		Teijin		3	"Osaka, Japan"	TRUE	FALSE	3	7
159		Ovation		12	USA	FALSE	TRUE	3	6
161		Progenics		12	"Tarrytown, NJ - USA"	TRUE	FALSE	2	6
163		Collegium Pharmaceuticals		12	USA	TRUE	FALSE	2	6
165		Onyx Pharmaceuticals		12	USA	FALSE	FALSE	3	6
166		Keryx Biopharmaceuticals		12	USA	TRUE	FALSE	3	6
167		AMAG Pharmaceuticals		12		TRUE	FALSE	3	6
168		AEterna Zentaris		12	Canada	TRUE	FALSE	3	6
169		Auxilium		12	USA	TRUE	FALSE	3	6
170		AVEO Pharmaceuticals		12	USA	TRUE	FALSE	3	6
171		BioMarin		12	"Novato, California"	TRUE	FALSE	2	6
172		Incyte		12	USA	TRUE	FALSE	3	6
173		Alexion Pharmaceuticals		12	USA	TRUE	FALSE	2	6
174	"Newly formed company created by a five-member venture capital syndicate to pursue late-stage clinical development of novel antibiotic programs in 2009. Durata acquired Vicuron Pharmaceuticals, including dalbavncin (Zeven) from Pfizer in December 2009. "	Durata Therapeutics		12		TRUE	FALSE	2	6
175		Durect		12	USA	TRUE	FALSE	2	6
176		Anthera		12	USA	TRUE	FALSE	2	6
177		Active Biotech		12	EU	TRUE	FALSE	2	9
178		Spectrum Pharmaceuticals		12	USA	TRUE	FALSE	3	6
179		Zogenix		12	USA	TRUE	FALSE	2	6
180		Vectura		3	EU	TRUE	FALSE	2	4
181		PTC Therapeutics		12	USA	TRUE	FALSE	2	6
182		NicOx		12	Europe	TRUE	FALSE	2	2
183		Nanotherapeutics		12	United States	TRUE	FALSE	2	6
184		Theravance		12	United States	TRUE	FALSE	2	6
185		Affinium Pharmaceuticals		12	USA	TRUE	FALSE	2	6
186		Evolva		12	Switzerland	TRUE	FALSE	3	5
187		Hospira		12	"Lake Forest, Illinois, USA"	TRUE	FALSE	3	6
188		Marinus		12	"Branford, CT, USA"	TRUE	FALSE	2	6
189		Valeant	"Quartly sales=product sales - OTC estimate/4. GHsep13 - product sales line of income statement=ED. matches ED value in model with the exception Q1, Q2, 2012 which are 92% and 88% of product sales. added sales for B&L. From 2014 $200m added to oth gen for both US, ROW $300 added to oth opth US $200 to other opth ROW. Half of the above values added in FY 2013. added 2% growth trend of all above lines from 2014. - need to incorporate B&L deal - about $200m US generics (from transcript), prob equivalent ROW - then $400-500 in other opth split between US global.  the remainer will need one or more new sector totals depending on how they break it out.  4/13 - added $21m Other Opth (US) for Visudyne - in 2012 4/13 - Added $125m in Other Derm (US) OP for Medicis acquisition -starting 2013 2006-2009 Historic Biovail sales 2010 - Valeant consolidated at end of Q3 3/12 - Other Opthalmology added for Eyetech acquisition 9/12 Other Opth sales added in 2010 & 2011 for Aton acquisition "	12	ROW	TRUE	TRUE	3	6
190		Meda	"Total sales - [contract manufacturing + OTC + other]. They don't break out OTC yet, but estimate, plus 50% of Betadine. In US, Alaven OTC was around SKr 192m in 2010 - assumed Meda booked half of this - Used IMS for historical sales - wide range of therapy areas covered in' 'local products' - Other ophthalmology  = Optivar; Need to drop ROW opth more than currently LM nov 2011  - nov 2011 LM need to push up other oncology (ceplene) sales after looking at fy2011 performance - probably shouldn't decline. Amy: March 2012 - looks like they break out OTC and other now, estimated contract manufacturing as I don't see this reported yet - check annual report when it publishes  PF: May 2012 - Numbers updated to make US ethical sales lower (previous numbers reported royalties from Valeant US as ethical sales). Contract manufacturing figure also changed to match annual report.  PF: SEPT 2012 - revised 2008 numbers to match goods sold total and make capiq number = PV number."	12	Europe	TRUE	TRUE	3	9
191		Oxagen		12	"Oxfordshire, UK"	TRUE	FALSE	3	4
192		Seattle Genetics		12	USA	TRUE	FALSE	2	6
193		Pharmaxis		12	"Frenchs Forest, Australia"	TRUE	FALSE	3	6
194		MediciNova		12	"San Diego, CA"	TRUE	FALSE	2	6
195		Logical Therapeutics		12	USA	TRUE	FALSE	2	6
196		Generex		12	"Ontario, Canada"	TRUE	FALSE	2	6
197		HRA Pharma		12	Paris	TRUE	FALSE	3	2
198		Vion Pharmaceuticals		12	USA	TRUE	FALSE	3	6
199		Agennix		12	EU	TRUE	FALSE	3	2
200		Access Pharmaceuticals		12	USA	TRUE	FALSE	3	6
201		Surface Logix		12	"Brighton, MA"	TRUE	FALSE	2	6
202		Cyclacel		12	USA	TRUE	FALSE	3	6
203		Cell Therapeutics		12	USA	TRUE	FALSE	3	6
204		Infinity Pharmaceuticals		12	USA	TRUE	FALSE	3	6
205		Genta		12	USA	TRUE	FALSE	3	6
206		Cytos Biotechnology 		12	Switzerland	TRUE	FALSE	2	5
207		CytRx		12	USA	TRUE	FALSE	3	6
208		Boryung Pharmaceutical		12	Korea	TRUE	FALSE	3	3
209		ZIOPHARM Oncology		12	USA	TRUE	FALSE	3	6
210		Ligand Pharmaceuticals 		12	"California, USA "	TRUE	FALSE	2	6
211		Ferring Pharmaceuticals		12	EU	TRUE	FALSE	3	5
212		Momenta Pharmaceuticals 		12	"Cambridge, MA"	TRUE	FALSE	2	6
213		Isis Pharmaceuticals		12	"Carlsbad, CA"	TRUE	FALSE	2	6
214		Medicure 		5	ROW	TRUE	FALSE	3	8
215		Correvio		12	USA	TRUE	FALSE	3	6
216		Swedish Orphan Biovitrum		12	Europe	TRUE	FALSE	3	9
217		Zealand Pharma		12	Europe	TRUE	FALSE	3	2
218		Antisoma		6	Europe	TRUE	FALSE	2	4
219		Celldex Therapeutics		12	USA	TRUE	FALSE	2	6
220		BioNumerik Pharmaceuticals		12	USA	TRUE	FALSE	3	6
221		ASKA Pharmaceutical		3	Japan	TRUE	FALSE	3	7
222		Lorus Therapeutics		5	ROW	TRUE	FALSE	2	6
223		Adolor		12	USA	FALSE	FALSE	3	6
224		Prometheus		12	USA	TRUE	FALSE	3	6
225		Dyax 		12	USA	TRUE	FALSE	3	6
226		GTC Biotherapeutics		12	USA	TRUE	FALSE	2	6
227		OPKO Health		12	USA	TRUE	FALSE	3	6
228		Microbix 		12	ROW	TRUE	FALSE	3	8
229		EKR Therapeutics 		12	USA	TRUE	FALSE	3	6
230		PAION 		12	Europe	TRUE	FALSE	3	2
231		Renovo		9	Europe	TRUE	FALSE	3	4
232		Medicis		12	USA	FALSE	FALSE	3	6
233		Revotar		12	Europe	TRUE	FALSE	3	2
234		Galderma		12	Europe	TRUE	FALSE	3	2
235		Isotechnika		12	RoW	TRUE	FALSE	3	6
236		BioTie		12	Europe	TRUE	FALSE	3	2
237		Biopartners		12	"Baar, Switzerland"	TRUE	FALSE	2	5
238		Bayhill Therapeutics		12	"Palo Alto, CA, USA"	TRUE	FALSE	2	6
240	"Originally Shionogi and GSK established a joint venture in 2001 focused on HIV drug discovery, development and marketing. But then in 2009 GSK and Pfizer created a second joint venture ViiV Healthcare - and HIV specialist company. Since the 2010 the original JV between Shionogi and GSK has been renamed Shionogi-ViiV Healthcare."	Shionogi-ViiV Healthcare LLC		12	United Kingdom	TRUE	FALSE	3	4
242		Ore Pharmaceuticals		12	USA	TRUE	FALSE	3	6
243		Gedeon Richter	LM 9/11 - pushed US others right down as GR forecast a drop of 35%yoy and we are out of step.  We are on the low end for ROW forecast but not by much - seems fine as we are high overall because of US growth.  JB MAR 2012 - Eliminations line added where the figure does not completely offset from the Others line from 2009 onward.  PF JUNE12 - Added Q1 2012 R&D and Ethical totals rounded to nearest billion.  PF APR 2013 - See Gedeon Richter documents. Did a substantial overhaul.	12	Europe	TRUE	TRUE	3	10
244	Actually reports in Korean won.	Dong A		12	ROW	TRUE	FALSE	3	3
245		InterMune		12	"Brisbane, CA"	TRUE	FALSE	3	6
246		Senju		3	Japan	TRUE	FALSE	3	7
247		Aerie Pharmaceuticals		12	USA	TRUE	FALSE	2	6
248		Eyetech		12	USA	TRUE	FALSE	2	6
249		Novagali		12	Europe	TRUE	FALSE	2	2
250		EyeGate		12	USA	TRUE	FALSE	2	6
251		Alexza		12	"Mountain View, CA, USA"	TRUE	FALSE	2	6
252	Company reports in NIS (Israeli New Shekel) but also converts to USD in statements.	BioLineRx		12	"Jerusalem, Israel"	TRUE	FALSE	2	6
253		NeurAxon		12	"Toronto, Ontario, Canada"	TRUE	FALSE	2	8
254		Noven		12	"Miami, Florida, USA"	TRUE	FALSE	3	6
255		Kyorin		12	Japan	TRUE	FALSE	3	3
256		Dynavax Technologies		12	United States	TRUE	FALSE	2	6
257		Xytis		12	"Geneva, Switzerland"	TRUE	FALSE	2	5
258		Exelixis		12	USA	TRUE	FALSE	3	6
259		Ardea Biosciences		12	United States	TRUE	FALSE	2	6
260		UBE		3	Japan	TRUE	FALSE	3	7
261		Achillion		12	United States	TRUE	FALSE	2	6
262		Anacor		12	United States	TRUE	FALSE	2	6
263		Horizon Pharma		12	USA	TRUE	FALSE	2	6
267		Fujisawa		3	Japan	TRUE	FALSE	3	7
268		Mitsubishi Pharma		3	Japan	FALSE	FALSE	3	7
269		Sumitomo		3	Japan	FALSE	FALSE	3	7
270		Whanin Pharm		12	Korea	TRUE	FALSE	3	6
271		Inhibitex		12	United States	TRUE	FALSE	2	6
272		Three Rivers Pharmaceuticals		12	United States	TRUE	FALSE	3	6
273		Vanda Pharmaceuticals		12	USA	TRUE	FALSE	2	6
274		Biolex		12	United States	TRUE	FALSE	2	6
275		Advanced Life Sciences 		12	United States	TRUE	FALSE	2	6
276		Enanta		12	United States	TRUE	FALSE	2	6
277		RFS Pharma		12	United States	TRUE	FALSE	2	6
278		Acino		12	Switzerland	TRUE	FALSE	3	5
279		CSL		12	Australia	TRUE	FALSE	3	6
281		Idenix		12	United States	TRUE	FALSE	2	6
282		Pharmasset		12	United States	TRUE	FALSE	2	6
283		Peregrine Pharmaceuticals 		12	United States	TRUE	FALSE	2	6
284		Tripep		12	Sweden	TRUE	FALSE	2	9
285		GlobeImmune		12	United States	TRUE	FALSE	2	6
286		Idera		12	United States	TRUE	FALSE	2	6
287		TaiMed Biologics		12	United States	TRUE	FALSE	2	6
288		Myriad		12	United States	TRUE	FALSE	3	6
289		Trimeris		12	United States	TRUE	FALSE	2	6
290		VIRxSYS 		12	United States	TRUE	FALSE	2	6
291		Meiji-Seika 		12	Japan	TRUE	FALSE	3	7
292		Ambrila		12	Canada	TRUE	FALSE	2	6
293		Cornerstone Therapeutics		12	United States	FALSE	FALSE	3	6
294		Salvat		12	ROW	TRUE	FALSE	3	2
295		Archimedes Pharma		12	Europe	TRUE	FALSE	2	2
296		Nuvo Research		12	Canada	TRUE	FALSE	3	8
297		CrystalGenomics		12	Korea	TRUE	FALSE	2	6
298		Protein Sciences		12	United States	TRUE	FALSE	2	6
299		Novavax		12	United States	TRUE	FALSE	2	6
300		Sinovac		12	China	TRUE	FALSE	3	6
301		Intercell		12	Austria	TRUE	FALSE	2	2
302		Zosano Pharma		12	USA	TRUE	FALSE	2	6
303		XenoPort		12	USA	TRUE	FALSE	2	6
304		Mylan 		12	USA	TRUE	FALSE	3	6
305		Afferent Pharmaceuticals		12	USA	TRUE	FALSE	2	6
307	NULL	Covance	NULL	12	USA	TRUE	FALSE	2	6
308	NULL	Zimmer	NULL	12	USA	TRUE	FALSE	2	6
309	NULL	One Equity Partners	NULL	12	USA	TRUE	FALSE	2	6
310	NULL	Medarex	NULL	12	USA	TRUE	FALSE	2	6
311	NULL	R-Tech Ueno	NULL	12	USA	TRUE	FALSE	2	6
312	NULL	Kern Pharma	NULL	12	USA	TRUE	FALSE	2	6
313	NULL	Eumedica	NULL	12	USA	TRUE	FALSE	2	6
314	NULL	Immunomedics	NULL	12	USA	TRUE	FALSE	2	6
315	NULL	4SC	NULL	12	USA	TRUE	FALSE	2	6
316	NULL	Graceway Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
319	NULL	Evonik Industries	NULL	12	USA	TRUE	FALSE	2	6
320	NULL	Sigma Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
322	NULL	Quintiles Transnational	NULL	12	USA	TRUE	FALSE	2	6
323	NULL	BMP Sunstone	NULL	12	USA	TRUE	FALSE	2	6
324	NULL	MedGenesis	NULL	12	USA	TRUE	FALSE	2	6
325	NULL	FivePrime	NULL	12	USA	TRUE	FALSE	2	6
326	NULL	Avant Immunotherapeutics	NULL	12	USA	TRUE	FALSE	2	6
327	NULL	Serenex	NULL	12	USA	TRUE	FALSE	2	6
328	NULL	Tarcere	NULL	12	USA	TRUE	FALSE	2	6
330	NULL	Scil Technologies	NULL	12	USA	TRUE	FALSE	2	6
332	NULL	UCSF	NULL	12	USA	TRUE	FALSE	2	6
333	NULL	TransPharma Medical	NULL	12	USA	TRUE	FALSE	2	6
334	NULL	Astex	NULL	12	USA	TRUE	FALSE	2	6
336	NULL	PureTech Ventures	NULL	12	USA	TRUE	FALSE	2	6
338	NULL	Medivation	NULL	12	USA	TRUE	FALSE	2	6
339	NULL	Shanghai Pharmaceutical	NULL	12	USA	TRUE	FALSE	2	6
340	NULL	Karo Bio	NULL	12	USA	TRUE	FALSE	2	6
341	NULL	PDL BioPharma	NULL	12	USA	TRUE	FALSE	2	6
342	NULL	Asterand	NULL	12	USA	TRUE	FALSE	2	6
345	NULL	EyeCyte	NULL	12	USA	TRUE	FALSE	2	6
346	NULL	Maxygen	NULL	12	USA	TRUE	FALSE	2	6
347	NULL	Direvo	NULL	12	USA	TRUE	FALSE	2	6
348	NULL	Cellzome	NULL	12	USA	TRUE	FALSE	2	6
349	NULL	Innogenetics	NULL	12	USA	TRUE	FALSE	2	6
350	NULL	SymBio 	NULL	12	USA	TRUE	FALSE	2	6
352	NULL	SBI Biotech	NULL	12	USA	TRUE	FALSE	2	6
353	NULL	Hisoar	NULL	12	USA	TRUE	FALSE	2	6
354	NULL	Zentiva	NULL	12	USA	TRUE	FALSE	2	6
356	NULL	Deciphera Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
357	NULL	Japan Tobacco	NULL	12	USA	TRUE	FALSE	2	7
358	NULL	Advinus Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
359	NULL	Barr Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
361	NULL	Indevus Pharmaceuticals	NULL	12	USA	FALSE	FALSE	2	6
362	NULL	Silence Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
363	NULL	National University of Singapore	NULL	12	USA	TRUE	FALSE	2	6
364	NULL	CoMentis	NULL	12	USA	TRUE	FALSE	2	6
366	NULL	Evec	NULL	12	USA	TRUE	FALSE	2	6
368	NULL	Columbia University	NULL	12	USA	TRUE	FALSE	2	6
369	NULL	RainDance Technologies & Louis Pasteur University	NULL	12	USA	TRUE	FALSE	2	6
370	NULL	Global Alliance for TB Drug Development	NULL	12	USA	TRUE	FALSE	2	6
371	NULL	Medicines for Malaria Venture	NULL	12	USA	TRUE	FALSE	2	6
372	NULL	Acusphere	NULL	12	USA	TRUE	FALSE	2	6
373	NULL	AFFiRiS	NULL	12	USA	TRUE	FALSE	2	6
374	NULL	Laclede	NULL	12	USA	TRUE	FALSE	2	6
375	NULL	Phenomix	NULL	12	USA	TRUE	FALSE	2	6
376	NULL	Cyclofluidic	NULL	12	USA	TRUE	FALSE	2	6
377	NULL	Jubilant Organosys	NULL	12	USA	TRUE	FALSE	2	6
