product_id,company_id,company_name,company_type_name,drug_id,brand_name,molecule,technology,phase_name,business_development_status,launch_yr_us,launch_yr_row,generic_entry_us,generic_entry_row,drug_class_id,drug_class_name,drug_group_id,drug_group_name,therapy_area_id,therapy_area_name,reporting_currency_id,region_name,company_revenue_type,Previous5,Previous4,Previous3,Previous2,Previous1,current,Forecast1,Forecast2,Forecast3,Forecast4,Forecast5,Forecast6,7_yr_cagr,drug_profile_id,indication,extract_date
4573,2153,Oncolytics Biotech,Small Biotech,4778,Reolysin,Reolysin,Recombinant Protein,Phase III,In-House,Jun-15,Sep-15,,,49,Other Cytotoxics,51,Cytotoxics,3,Oncology,8,US,Sales,0,0,0,0,0,0,14.15666667,47.86298216,88.3105525,128.7585518,156.1282254,179.8643509,0,4315,Head & Neck Cancer,7/7/14 12:28
4574,25,Cardiome,Regional & Specialty Pharma,3919,vernakalant - oral,vernakalant - oral,Small Molecule (Chemical),Phase II,In-House,,,,,25,Other Anti-arrhythmics,1,Arrhythmias,10,Cardiovasculars,8,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,725,Atrial Fibrillation,7/7/14 12:28
4574,25,Cardiome,Regional & Specialty Pharma,3919,vernakalant - oral,vernakalant - oral,Small Molecule (Chemical),Phase II,In-House,,,,,25,Other Anti-arrhythmics,1,Arrhythmias,10,Cardiovasculars,8,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,725,Atrial Fibrillation,7/7/14 12:28
4574,25,Cardiome,Regional & Specialty Pharma,3919,vernakalant - oral,vernakalant - oral,Small Molecule (Chemical),Phase II,In-House,,,,,25,Other Anti-arrhythmics,1,Arrhythmias,10,Cardiovasculars,8,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,725,Atrial Fibrillation,7/7/14 12:28
4575,34,Daiichi-Sankyo,Regional & Specialty Pharma,4779,DS-8500,DS-8500,Small Molecule (Chemical),Phase I,In-House,,,,,48,PPAR Modulators,22,Diabetes,8,Metabolism,7,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4317,Diabetes,7/7/14 12:28
4575,34,Daiichi-Sankyo,Regional & Specialty Pharma,4779,DS-8500,DS-8500,Small Molecule (Chemical),Phase I,In-House,,,,,48,PPAR Modulators,22,Diabetes,8,Metabolism,7,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4317,Diabetes,7/7/14 12:28
4575,34,Daiichi-Sankyo,Regional & Specialty Pharma,4779,DS-8500,DS-8500,Small Molecule (Chemical),Phase I,In-House,,,,,48,PPAR Modulators,22,Diabetes,8,Metabolism,7,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4317,Diabetes,7/7/14 12:28
4576,34,Daiichi-Sankyo,Regional & Specialty Pharma,4780,DS-1442,,Small Molecule (Chemical),Phase I,In-House,,,,,90,Other Lipid-modifying Agents,20,Lipid Disorders,10,Cardiovasculars,7,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4318,Dyslipidemia - CETP inhibitor,7/7/14 12:28
4576,34,Daiichi-Sankyo,Regional & Specialty Pharma,4780,DS-1442,,Small Molecule (Chemical),Phase I,In-House,,,,,90,Other Lipid-modifying Agents,20,Lipid Disorders,10,Cardiovasculars,7,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4318,Dyslipidemia - CETP inhibitor,7/7/14 12:28
4576,34,Daiichi-Sankyo,Regional & Specialty Pharma,4780,DS-1442,,Small Molecule (Chemical),Phase I,In-House,,,,,90,Other Lipid-modifying Agents,20,Lipid Disorders,10,Cardiovasculars,7,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4318,Dyslipidemia - CETP inhibitor,7/7/14 12:28
4577,42,Forest,Regional & Specialty Pharma,4781,Arimenda,memantine XR + donepezil,Small Molecule (Chemical),Filed,Licensed (Development),Jun-15,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,6,Global,Sales,0,0,0,0,0,0,34.999986,65.33342387,93.33336933,121.3333801,138.4133861,151.9373833,0,4319,Alzheimer's Disease,7/7/14 12:28
4577,42,Forest,Regional & Specialty Pharma,4781,Arimenda,memantine XR + donepezil,Small Molecule (Chemical),Filed,Licensed (Development),Jun-15,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4319,Alzheimer's Disease,7/7/14 12:28
4577,42,Forest,Regional & Specialty Pharma,4781,Arimenda,memantine XR + donepezil,Small Molecule (Chemical),Filed,Licensed (Development),Jun-15,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,6,US,Sales,0,0,0,0,0,0,34.999986,65.33342387,93.33336933,121.3333801,138.4133861,151.9373833,0,4319,Alzheimer's Disease,7/7/14 12:28
4578,34,Daiichi-Sankyo,Regional & Specialty Pharma,3962,tivantinib,ARQ197,Small Molecule (Chemical),Phase III,Licensed (Development),Jan-18,Mar-18,,,184,Other Targeted Small Molecules,84,Targeted Small Molecules,3,Oncology,7,Global,Sales,0,0,0,0,0,0,0,0,17.61851091,142.6263121,229.8802267,317.1348087,0,1350,Hepatocellular Carcinoma,7/7/14 12:28
4578,34,Daiichi-Sankyo,Regional & Specialty Pharma,3962,tivantinib,ARQ197,Small Molecule (Chemical),Phase III,Licensed (Development),Jan-18,Mar-18,,,184,Other Targeted Small Molecules,84,Targeted Small Molecules,3,Oncology,7,ROW,Sales,0,0,0,0,0,0,0,0,7.550788664,95.64357476,156.0501437,216.4571543,0,1350,Hepatocellular Carcinoma,7/7/14 12:28
4578,34,Daiichi-Sankyo,Regional & Specialty Pharma,3962,tivantinib,ARQ197,Small Molecule (Chemical),Phase III,Licensed (Development),Jan-18,Mar-18,,,184,Other Targeted Small Molecules,84,Targeted Small Molecules,3,Oncology,7,US,Sales,0,0,0,0,0,0,0,0,10.06772225,46.98273737,73.83008299,100.6776544,0,1350,Hepatocellular Carcinoma,7/7/14 12:28
4579,70,Ono,Regional & Specialty Pharma,4692,oprozomib,oprozomib,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,190,Proteasome Inhibitors,84,Targeted Small Molecules,3,Oncology,7,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4244,Multiple Myeloma,7/7/14 12:28
4579,70,Ono,Regional & Specialty Pharma,4692,oprozomib,oprozomib,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,190,Proteasome Inhibitors,84,Targeted Small Molecules,3,Oncology,7,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4244,Multiple Myeloma,7/7/14 12:28
4579,70,Ono,Regional & Specialty Pharma,4692,oprozomib,oprozomib,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,190,Proteasome Inhibitors,84,Targeted Small Molecules,3,Oncology,7,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4244,Multiple Myeloma,7/7/14 12:28
4580,16,AstraZeneca,Large Pharma,4774,RDX-5791,tenapanor,Small Molecule (Chemical),Phase III,Licensed (Development),,,,,5,IBS Treatments,50,Motility Disorders,11,Gastrointestinal,6,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4310,IBS-C,7/7/14 12:28
4580,16,AstraZeneca,Large Pharma,4774,RDX-5791,tenapanor,Small Molecule (Chemical),Phase III,Licensed (Development),,,,,5,IBS Treatments,50,Motility Disorders,11,Gastrointestinal,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4310,IBS-C,7/7/14 12:28
4580,16,AstraZeneca,Large Pharma,4774,RDX-5791,tenapanor,Small Molecule (Chemical),Phase III,Licensed (Development),,,,,5,IBS Treatments,50,Motility Disorders,11,Gastrointestinal,6,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4310,IBS-C,7/7/14 12:28
4581,1578,Curis,Small Biotech,4782,CUDC-427,RG-7459,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,184,Other Targeted Small Molecules,84,Targeted Small Molecules,3,Oncology,6,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4320,Cancer,7/7/14 12:28
4581,1578,Curis,Small Biotech,4782,CUDC-427,RG-7459,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,184,Other Targeted Small Molecules,84,Targeted Small Molecules,3,Oncology,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4320,Cancer,7/7/14 12:28
4581,1578,Curis,Small Biotech,4782,CUDC-427,RG-7459,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,184,Other Targeted Small Molecules,84,Targeted Small Molecules,3,Oncology,6,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4320,Cancer,7/7/14 12:28
4582,106,United Therapeutics,Small Biotech,4783,treprostinil - self-injectable,treprostinil,Small Molecule (Chemical),Phase I,In-House,,,,,152,Pulmonary Hypertension Treatments,35,Hypertension,10,Cardiovasculars,6,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4322,Pulmonary Hypertension,7/7/14 12:28
4582,106,United Therapeutics,Small Biotech,4783,treprostinil - self-injectable,treprostinil,Small Molecule (Chemical),Phase I,In-House,,,,,152,Pulmonary Hypertension Treatments,35,Hypertension,10,Cardiovasculars,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4322,Pulmonary Hypertension,7/7/14 12:28
4582,106,United Therapeutics,Small Biotech,4783,treprostinil - self-injectable,treprostinil,Small Molecule (Chemical),Phase I,In-House,,,,,152,Pulmonary Hypertension Treatments,35,Hypertension,10,Cardiovasculars,6,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4322,Pulmonary Hypertension,7/7/14 12:28
4583,106,United Therapeutics,Small Biotech,4784,Remodulin - Implantable Pump,treprostinil,Small Molecule (Chemical),Phase III,In-House,Jan-16,Apr-16,,,152,Pulmonary Hypertension Treatments,35,Hypertension,10,Cardiovasculars,6,Global,Sales,0,0,0,0,0,0,0,122.5,211.667,298.3336,384.9991885,450.3738191,0,4321,Pulmonary Hypertension,7/7/14 12:28
4583,106,United Therapeutics,Small Biotech,4784,Remodulin - Implantable Pump,treprostinil,Small Molecule (Chemical),Phase III,In-House,Jan-16,Apr-16,,,152,Pulmonary Hypertension Treatments,35,Hypertension,10,Cardiovasculars,6,ROW,Sales,0,0,0,0,0,0,0,22.5,45,64.9998,84.99958846,100.3744641,0,4321,Pulmonary Hypertension,7/7/14 12:28
4583,106,United Therapeutics,Small Biotech,4784,Remodulin - Implantable Pump,treprostinil,Small Molecule (Chemical),Phase III,In-House,Jan-16,Apr-16,,,152,Pulmonary Hypertension Treatments,35,Hypertension,10,Cardiovasculars,6,US,Sales,0,0,0,0,0,0,0,100,166.667,233.3338,299.9996,349.999355,0,4321,Pulmonary Hypertension,7/7/14 12:28
4586,16,AstraZeneca,Large Pharma,4786,fidaxomicin,fidaxomicin,Small Molecule (Chemical),Launched,Licensed (Development),,,,,55,Macrolides,27,Bacterial Infection,7,Anti-infectives,6,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,2293,Clostridium difficile infection ,7/7/14 12:28
4586,16,AstraZeneca,Large Pharma,4786,fidaxomicin,fidaxomicin,Small Molecule (Chemical),Launched,Licensed (Development),,,,,55,Macrolides,27,Bacterial Infection,7,Anti-infectives,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,2293,Clostridium difficile infection ,7/7/14 12:28
4586,16,AstraZeneca,Large Pharma,4786,fidaxomicin,fidaxomicin,Small Molecule (Chemical),Launched,Licensed (Development),,,,,55,Macrolides,27,Bacterial Infection,7,Anti-infectives,6,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,2293,Clostridium difficile infection ,7/7/14 12:28
4587,2155,Aegerion Pharmaceuticals,Regional & Specialty Pharma,4787,Juxtapid,lomitapide,Small Molecule (Chemical),Launched,Licensed (Development),Jan-13,Sep-13,Jun-20,,90,Other Lipid-modifying Agents,20,Lipid Disorders,10,Cardiovasculars,6,Global,Sales,0,0,0,0,48.5,183,360.49224,537.9846696,648.02399,742.3733558,818.7067013,708.7262183,46.68672061,4325,Hypercholesterolemia,7/7/14 12:28
4587,2155,Aegerion Pharmaceuticals,Regional & Specialty Pharma,4787,Juxtapid,lomitapide,Small Molecule (Chemical),Launched,Licensed (Development),Jan-13,Sep-13,Jun-20,,90,Other Lipid-modifying Agents,20,Lipid Disorders,10,Cardiovasculars,6,ROW,Sales,0,0,0,0,6.3,39,103.35,167.699844,211.2147855,251.6641035,286.2759361,314.8837112,74.85854068,4325,Hypercholesterolemia,7/7/14 12:28
4587,2155,Aegerion Pharmaceuticals,Regional & Specialty Pharma,4787,Juxtapid,lomitapide,Small Molecule (Chemical),Launched,Licensed (Development),Jan-13,Sep-13,Jun-20,,90,Other Lipid-modifying Agents,20,Lipid Disorders,10,Cardiovasculars,6,US,Sales,0,0,0,0,42.2,144,257.14224,370.2848256,436.8092045,490.7092524,532.4307652,393.8425072,37.58552269,4325,Hypercholesterolemia,7/7/14 12:28
4588,95,Shionogi,Regional & Specialty Pharma,4788,S-120083,S-120083,Small Molecule (Chemical),Phase I,In-House,,,,,140,Neuropathic Pain,54,Pain,13,Musculoskeletal / Pain,7,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,Pain,7/7/14 12:28
4588,95,Shionogi,Regional & Specialty Pharma,4788,S-120083,S-120083,Small Molecule (Chemical),Phase I,In-House,,,,,140,Neuropathic Pain,54,Pain,13,Musculoskeletal / Pain,7,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,Pain,7/7/14 12:28
4588,95,Shionogi,Regional & Specialty Pharma,4788,S-120083,S-120083,Small Molecule (Chemical),Phase I,In-House,,,,,140,Neuropathic Pain,54,Pain,13,Musculoskeletal / Pain,7,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,Pain,7/7/14 12:28
4589,303,XenoPort,Small Biotech,2395,Horizant,gabapentin enacarbil,Small Molecule (Chemical),Launched,In-House,Jun-12,,Nov-22,,140,Neuropathic Pain,54,Pain,13,Musculoskeletal / Pain,6,Global,Sales,0,0,0,0,1.5,2.13426,3.171296934,3.675695168,4.020776266,4.286409969,4.455020383,4.571526152,17.25692344,1479,Post-herpetic Neuralgia,7/7/14 12:28
4589,303,XenoPort,Small Biotech,2395,Horizant,gabapentin enacarbil,Small Molecule (Chemical),Launched,In-House,Jun-12,,Nov-22,,140,Neuropathic Pain,54,Pain,13,Musculoskeletal / Pain,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,Post-herpetic Neuralgia,7/7/14 12:28
4589,303,XenoPort,Small Biotech,2395,Horizant,gabapentin enacarbil,Small Molecule (Chemical),Launched,In-House,Jun-12,,Nov-22,,140,Neuropathic Pain,54,Pain,13,Musculoskeletal / Pain,6,US,Sales,0,0,0,0,1.5,2.13426,3.171296934,3.675695168,4.020776266,4.286409969,4.455020383,4.571526152,17.25692344,1479,Post-herpetic Neuralgia,7/7/14 12:28
4590,303,XenoPort,Small Biotech,2395,Horizant,gabapentin enacarbil,Small Molecule (Chemical),Launched,In-House,Jul-11,,Nov-22,,81,Other Neurology,36,Other Neurological Disorders,12,Central Nervous System,6,Global,Sales,0,0,0,0,4.6,6.816464,8.06058,9.1640786,9.84821705,10.30918805,10.63740143,10.85701427,13.05216568,1479,Restless Legs Syndrome,7/7/14 12:28
4590,303,XenoPort,Small Biotech,2395,Horizant,gabapentin enacarbil,Small Molecule (Chemical),Launched,In-House,Jul-11,,Nov-22,,81,Other Neurology,36,Other Neurological Disorders,12,Central Nervous System,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,Restless Legs Syndrome,7/7/14 12:28
4590,303,XenoPort,Small Biotech,2395,Horizant,gabapentin enacarbil,Small Molecule (Chemical),Launched,In-House,Jul-11,,Nov-22,,81,Other Neurology,36,Other Neurological Disorders,12,Central Nervous System,6,US,Sales,0,0,0,0,4.6,6.816464,8.06058,9.1640786,9.84821705,10.30918805,10.63740143,10.85701427,13.05216568,1479,Restless Legs Syndrome,7/7/14 12:28
4591,2157,Ampio Pharmaceuticals,Small Biotech,4789,Optina,danazol ,Small Molecule (Chemical),Phase III,In-House,Jan-16,,,,8,Other Ophthalmology Treatments,57,Other Ophthalmic Disorders,4,Ophthalmology,6,Global,Sales,0,0,0,0,0,0,0,15,30,39,45.00015,51.0902025,0,4327,Diabetic Macular Edema,7/7/14 12:28
4591,2157,Ampio Pharmaceuticals,Small Biotech,4789,Optina,danazol ,Small Molecule (Chemical),Phase III,In-House,Jan-16,,,,8,Other Ophthalmology Treatments,57,Other Ophthalmic Disorders,4,Ophthalmology,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4327,Diabetic Macular Edema,7/7/14 12:28
4591,2157,Ampio Pharmaceuticals,Small Biotech,4789,Optina,danazol ,Small Molecule (Chemical),Phase III,In-House,Jan-16,,,,8,Other Ophthalmology Treatments,57,Other Ophthalmic Disorders,4,Ophthalmology,6,US,Sales,0,0,0,0,0,0,0,15,30,39,45.00015,51.0902025,0,4327,Diabetic Macular Edema,7/7/14 12:28
4592,55,Kowa,Regional & Specialty Pharma,3640,tofogliflozin,CSG-452,Small Molecule (Chemical),Filed,Licensed (Development),,Jun-14,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,7,Global,Sales,0,0,0,0,0,16.77953036,31.32184594,44.74544946,58.1690843,69.08697357,78.8235782,87.48629505,0,1615,Type II Diabetes,7/7/14 12:28
4592,55,Kowa,Regional & Specialty Pharma,3640,tofogliflozin,CSG-452,Small Molecule (Chemical),Filed,Licensed (Development),,Jun-14,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,7,ROW,Sales,0,0,0,0,0,16.77953036,31.32184594,44.74544946,58.1690843,69.08697357,78.8235782,87.48629505,0,1615,Type II Diabetes,7/7/14 12:28
4592,55,Kowa,Regional & Specialty Pharma,3640,tofogliflozin,CSG-452,Small Molecule (Chemical),Filed,Licensed (Development),,Jun-14,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,7,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,Type II Diabetes,7/7/14 12:28
4593,70,Ono,Regional & Specialty Pharma,4790,ONO-8055,ONO-8055,Small Molecule (Chemical),Phase I,In-House,,,,,129,Other Incontinence Treatments,60,Incontinence,2,Genitourinary,7,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4328, Dysuria,7/7/14 12:28
4593,70,Ono,Regional & Specialty Pharma,4790,ONO-8055,ONO-8055,Small Molecule (Chemical),Phase I,In-House,,,,,129,Other Incontinence Treatments,60,Incontinence,2,Genitourinary,7,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4328, Dysuria,7/7/14 12:28
4593,70,Ono,Regional & Specialty Pharma,4790,ONO-8055,ONO-8055,Small Molecule (Chemical),Phase I,In-House,,,,,129,Other Incontinence Treatments,60,Incontinence,2,Genitourinary,7,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4328, Dysuria,7/7/14 12:28
4594,1988,BioCryst Pharmaceuticals,Small Biotech,4791,ulodesine,BCX-4208,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,151,Gout Treatments,64,Gout,8,Metabolism,6,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4329,Gout,7/7/14 12:28
4594,1988,BioCryst Pharmaceuticals,Small Biotech,4791,ulodesine,BCX-4208,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,151,Gout Treatments,64,Gout,8,Metabolism,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4329,Gout,7/7/14 12:28
4594,1988,BioCryst Pharmaceuticals,Small Biotech,4791,ulodesine,BCX-4208,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,151,Gout Treatments,64,Gout,8,Metabolism,6,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4329,Gout,7/7/14 12:28
4595,24,Bristol-Myers Squibb,Large Pharma,4792,beclabuvir,beclabuvir,Small Molecule (Chemical),Phase II,In-House,Jul-15,Oct-15,,,155,HCV Polymerase Inhibitors,21,Hepatitis,7,Anti-infectives,6,Global,Sales,0,0,0,0,0,0,31.5375,76.52951513,103.8798488,99,88,53,0,4330,Hepatitis C,7/7/14 12:28
4595,24,Bristol-Myers Squibb,Large Pharma,4792,beclabuvir,beclabuvir,Small Molecule (Chemical),Phase II,In-House,Jul-15,Oct-15,,,155,HCV Polymerase Inhibitors,21,Hepatitis,7,Anti-infectives,6,ROW,Sales,0,0,0,0,0,0,16.8,48.72,68.8798488,62,57,25,0,4330,Hepatitis C,7/7/14 12:28
4595,24,Bristol-Myers Squibb,Large Pharma,4792,beclabuvir,beclabuvir,Small Molecule (Chemical),Phase II,In-House,Jul-15,Oct-15,,,155,HCV Polymerase Inhibitors,21,Hepatitis,7,Anti-infectives,6,US,Sales,0,0,0,0,0,0,14.7375,27.80951513,35,37,31,28,0,4330,Hepatitis C,7/7/14 12:28
4596,67,Novartis,Large Pharma,1985,Lusefi,luseogliflozin,Small Molecule (Chemical),Launched,Licensed (Development),,May-14,,,192,SGLT Inhibitors,22,Diabetes,8,Metabolism,6,Global,Sales,0,0,0,0,0,9.333338,16,24,31.57896,38,44,52,0,1208,Diabetes,7/7/14 12:28
4596,67,Novartis,Large Pharma,1985,Lusefi,luseogliflozin,Small Molecule (Chemical),Launched,Licensed (Development),,May-14,,,192,SGLT Inhibitors,22,Diabetes,8,Metabolism,6,ROW,Sales,0,0,0,0,0,9.333338,16,24,31.57896,38,44,52,0,1208,Diabetes,7/7/14 12:28
4596,67,Novartis,Large Pharma,1985,Lusefi,luseogliflozin,Small Molecule (Chemical),Launched,Licensed (Development),,May-14,,,192,SGLT Inhibitors,22,Diabetes,8,Metabolism,6,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,Diabetes,7/7/14 12:28
4597,102,Teva,Regional & Specialty Pharma,4793,XEN402,XEN402,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,140,Neuropathic Pain,54,Pain,13,Musculoskeletal / Pain,6,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,Neuropathic Pain,7/7/14 12:28
4597,102,Teva,Regional & Specialty Pharma,4793,XEN402,XEN402,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,140,Neuropathic Pain,54,Pain,13,Musculoskeletal / Pain,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,Neuropathic Pain,7/7/14 12:28
4597,102,Teva,Regional & Specialty Pharma,4793,XEN402,XEN402,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,140,Neuropathic Pain,54,Pain,13,Musculoskeletal / Pain,6,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,Neuropathic Pain,7/7/14 12:28
4598,357,Japan Tobacco,Small Biotech,1884,Stribild,elvitegravir / cobicistat / tenofovir / emtricitabine FDC,Small Molecule (Chemical),Launched,Licensed (Development),,May-13,,,170,Single Tablet Regimens,32,HIV,7,Anti-infectives,7,Global,Sales,0,0,0,0,15.18802778,40.27088898,90.60950021,100.6772225,110.7449447,70.47405572,40.27088898,33.97856258,12.19089432,950,HIV,7/7/14 12:28
4598,357,Japan Tobacco,Small Biotech,1884,Stribild,elvitegravir / cobicistat / tenofovir / emtricitabine FDC,Small Molecule (Chemical),Launched,Licensed (Development),,May-13,,,170,Single Tablet Regimens,32,HIV,7,Anti-infectives,7,ROW,Sales,0,0,0,0,15.18802778,40.27088898,90.60950021,100.6772225,110.7449447,70.47405572,40.27088898,33.97856258,12.19089432,950,HIV,7/7/14 12:28
4598,357,Japan Tobacco,Small Biotech,1884,Stribild,elvitegravir / cobicistat / tenofovir / emtricitabine FDC,Small Molecule (Chemical),Launched,Licensed (Development),,May-13,,,170,Single Tablet Regimens,32,HIV,7,Anti-infectives,7,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,950,HIV,7/7/14 12:28
4603,1391,Galen,Small Biotech,4798,DaunoXome,daunorubicin ,Small Molecule (Chemical),Launched,Acquisition (Marketed),,,Expired,,34,Anti-neoplastic Antibiotics,51,Cytotoxics,3,Oncology,6,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4333,advanced HIV-associated Kaposis sarcoma,7/7/14 12:28
4603,1391,Galen,Small Biotech,4798,DaunoXome,daunorubicin ,Small Molecule (Chemical),Launched,Acquisition (Marketed),,,Expired,,34,Anti-neoplastic Antibiotics,51,Cytotoxics,3,Oncology,6,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4333,advanced HIV-associated Kaposis sarcoma,7/7/14 12:28
4603,1391,Galen,Small Biotech,4798,DaunoXome,daunorubicin ,Small Molecule (Chemical),Launched,Acquisition (Marketed),,,Expired,,34,Anti-neoplastic Antibiotics,51,Cytotoxics,3,Oncology,6,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4333,advanced HIV-associated Kaposis sarcoma,7/7/14 12:28
4604,37,Eisai,Regional & Specialty Pharma,4799,Gliadel Wafer,carmustine intracranial implant wafer,Small Molecule (Chemical),Launched,Corporate Acquisition,,,,,84,Alkylating Agents,51,Cytotoxics,3,Oncology,7,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,,7/7/14 12:28
4604,37,Eisai,Regional & Specialty Pharma,4799,Gliadel Wafer,carmustine intracranial implant wafer,Small Molecule (Chemical),Launched,Corporate Acquisition,,,,,84,Alkylating Agents,51,Cytotoxics,3,Oncology,7,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,,7/7/14 12:28
4604,37,Eisai,Regional & Specialty Pharma,4799,Gliadel Wafer,carmustine intracranial implant wafer,Small Molecule (Chemical),Launched,Corporate Acquisition,,,,,84,Alkylating Agents,51,Cytotoxics,3,Oncology,7,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,,7/7/14 12:28
4606,37,Eisai,Regional & Specialty Pharma,4801,BAN2401,BAN2401,Antibody/Antibody Derivative,Phase II,Licensed (Development),,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,7,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4336,Alzheimer's Disease,7/7/14 12:28
4606,37,Eisai,Regional & Specialty Pharma,4801,BAN2401,BAN2401,Antibody/Antibody Derivative,Phase II,Licensed (Development),,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,7,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4336,Alzheimer's Disease,7/7/14 12:28
4606,37,Eisai,Regional & Specialty Pharma,4801,BAN2401,BAN2401,Antibody/Antibody Derivative,Phase II,Licensed (Development),,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,7,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,4336,Alzheimer's Disease,7/7/14 12:28
4607,19,Bayer,Large Pharma,4802,Skyla / Jaydess,levonorgestrel,Small Molecule (Chemical),Launched,In-House,Feb-13,May-13,,,89,Contraceptives,3,Contraception,2,Genitourinary,2,Global,Sales,0,0,0,0,23.39193814,49.90070294,88.10542289,151.2606702,189.9333043,226.6723725,260.7542715,289.3920289,43.2385431,4337,Female contraception,7/7/14 12:28
4607,19,Bayer,Large Pharma,4802,Skyla / Jaydess,levonorgestrel,Small Molecule (Chemical),Launched,In-House,Feb-13,May-13,,,89,Contraceptives,3,Contraception,2,Genitourinary,2,ROW,Sales,0,0,0,0,10.28217061,23.13488387,41.12873385,70.6900113,88.8894804,106.1429906,122.1420717,135.5944616,44.5513957,4337,Female contraception,7/7/14 12:28
