id	brand_name	research_code	molecule_id
1250	Meninge ACYW-conj		558
1251	Exforge		3839
1252	Dobupal	venlafaxine	951
1253	Reyataz		81
1254	Vicodin / Vicoprofen	hydrocodone  +  paracetamol / hydrocodone  +  ibuprofen	439
1255	Remoxy	long-acting oral oxycodone	529
1257	Bondronat		2615
1258	Flucelvax / Optaflu		457
1259	Fabrazyme		24
1260	brivanib		138
1261	Xifaxan		765
1262	Zelnorm / Zelmac		870
1263	Other Sulphonylureas		1085
1264	Exjade	ICL670	233
1265	Avandamet		789
1267	BAY 60-4552	NULL	NULL
1268	Cimzia	CDP-870	4587
1269	Allegra		359
1271	AMG 317		2700
1273	Teveten		313
1274	Ferrlecit		3016
1275	Merrem		561
1278	Pegasys	RG442	1976
1279	1399686	1399686	1487
1280	Galvus / Eucreas		958
1282	MK-5108	VX-689	1469
1283	Tritace		736
1284	Duphaston		284
1285	esmirtazapine	esmirtazapine	328
1286	V950	V950	2916
1287	Celebrex	celecoxib	180
1288	Restasis	cyclosporin	211
1289	Vivitrol	naltrexone depot	4863
1290	Januvia		827
1291	Recentin	AZD-2171	5233
1292	PF-3932295	NULL	NULL
1293	Adentri	BG 9928	118
1294	Sprycel		4113
1295	Caelyx		268
1296	Vibativ		872
1297	Other Nasal Steroids		1417
1298	MK-1006	NULL	NULL
1299	AZD8848	DSP-3025	2313
1300	Axert	almotriptan	38
1301	Entereg		46
1302	Tredaptive		343
1303	Zetia		344
1304	461364	NULL	NULL
1305	PF-4171327	PF-4171327	2058
1306	Aldurazyme		2019
1309	Remodulin		924
1310	zybrestat		985
1311	AZD3241	AZD3241	1729
1314	Other Musculoskeletal Agents		1529
1316	Depo-Provera		552
1317	Neulasta	KRN125	685
1318	Tazorac / Zorac	AGN-190168	867
1320	carmoterol	TA-2005	159
1321	Frandol		479
1322	Forteo		886
1323	MK-0249	NULL	NULL
1325	Diabetes compound 3		247
1326	NA808	NA808	1279
1327	Xolair		4201
1328	Bridion	MK-8616	846
1330	AGS-1C4D4		1868
1332	Celexa		2427
1333	Other Anti-hypertensive Agents		1545
1334	Other NNRTIs		1445
1335	AZD4769		2930
1336	Simponi		1193
1337	Remicade		456
1338	Pantozol		678
1339	SSR411298	SSR411298	1938
1340	Other Immunomodulators - Oncology (Biologics)		1344
1341	AZD6918	NULL	NULL
1342	SSR150106	NULL	NULL
1343	ABT-751	ABT-751	1214
1344	Cervarix		436
1348	705498		3585
1349	dulanermin		280
1350	Zebinix	eslicarbazepine	327
1351	Prorenal		516
1352	Pirespa		702
1353	Other Triptans		1336
1354	AZD6482	NULL	NULL
1355	Doribax		261
1356	Lyrica	pregabalin	3757
1357	Diprivan		725
1358	sofinicline	ABT-894	835
1359	MLN0415	MLN0415	2811
1361	SBI-087	PF-5230895 	1795
1363	Boostrix		274
1364	Ebastel		285
1366	Frova	frovatriptan	392
1367	Thelin	PF-1228305	830
1368	cariprazine	RGH-188	3848
1369	Other Calcium Antagonists		1089
1371	Opaxio		2715
1372	Prograf	FK-506	852
1373	xaliproden		969
1376	azilsartan	TAK-536	4089
1378	SOM230	NULL	NULL
1379	Bosulif	SKI-606	5140
1380	Lovenox		302
1381	AZD1981		2702
1382	Zometa		980
1384	SSR97225	NULL	NULL
1386	Empatic		146
1387	L19-SIP		1981
1388	PH-797804		1015
1389	Arixtra		5384
1390	Duspatal		550
1392	Concerta	methylphenidate CR	568
1393	Tysabri	natalizumab	4158
1394	Requip	ropinirole	786
1395	Prevnar family		844
1396	Other Obesity Treatments		1293
1397	Fluarix		457
1398	Krestin		2505
1399	Mirapex	pramipexole	713
1400	Other Stimulants		1538
1402	Actos		699
1403	tasisulam	LY-573636	865
1404	Rituxan / MabThera		773
1405	robatumumab		778
1406	rolofylline	KW3902	1720
1407	Angiomax		126
1408	Sermion	nicergoline	623
1409	Rozerem	TAK-375	735
1410	AZD6765	AZD6765	1724
1411	Other COMT Inhibitors		2161
1412	BMS-641988	NULL	NULL
1413	fluticasone furoate	GW-685698	380
1414	Avelox		598
1415	Meridia / Reductil		819
1416	Anplag		808
1418	Symbicort		3029
1419	Ceclor		167
1420	Pneumococcal vaccine	NULL	707
1421	PF-489791	PF-489791	4008
1422	Kremezin	MP-146	1574
1424	CellCept		1843
1425	AZD8075		2710
1427	AZD8566	AZD8566	2193
1430	Kentera		2663
1431	Liptruzet	MK-0653C	345
1432	Retin A / Renova	NSC-122758	925
1433	ProMune	PF-3512676	1005
1434	Zeftera / Zevtera		177
1435	Catapres		201
1436	Smecta		253
1437	Vyvanse / Elvanse	S-877489	4769
1438	2245840	SRT-2104	3578
1439	Alvesco		2988
1440	Other Beta-blockers		1088
1441	Other PD Agents		2209
1442	Zovirax		3543
1444	Rebetol		764
1445	598809	NULL	NULL
1446	Namenda	memantine	555
1448	MK-1903		1992
1449	AZD6370		3123
1450	TAK-442	TAK-442	2176
1451	Flu Cell Culture		366
1452	163090	163090	2004
1453	MK-8245		1836
1455	GSI-136		1073
1456	AZD5985		2709
1457	dutogliptin		283
1458	teplizumab		882
1459	Other Serotonergics		1918
1460	PF-4494700	TTP-488	2072
1461	Stocrin		291
1462	eritoran	E-5564	320
1463	Sulopenem		847
1464	ASP0265	ASP0265	1463
1466	Decapeptyl		927
1467	vicriviroc		955
1468	vabicaserin	PF-5208769	1806
1470	961081	961081	1958
1471	anti-NRP1		67
1472	Foradil		388
1473	Exelon / Exelon Patch	rivastigmine	775
1474	Rapamune		825
1476	Timoptic / Timoptic XE		899
1477	Other Alpha Blockers		1105
1478	Janumet / Janumet XR		828
1479	Thymoglobulin		2526
1480	Tecemotide	ONO-7165	4146
1481	Procrit / Eprex		3602
1482	Other GERD/PUD Products		1092
1483	Welchol		204
1484	Diane		213
1486	dasabuvir	ABT-333	5163
1487	Primaxin		452
1488	Other 5-Alpha Reductase Inhibitors		1746
1490	Cymbalta	duloxetine	281
1491	Vytorin		823
1492	Prevnar	PCV7	844
1493	Other Proton Pump Inhibitors		1049
1495	GAP-134		1792
1496	Levaquin / Floxin		511
1497	933776	933776	2905
1499	picoplatin	Discontinued August 2011 filing for bankruptcy	2648
1500	MK-7288	MK-7288	2135
1502	Other Nucleoside Analogues		1459
1503	moxetumomab pasudotox	CAT-8015	1050
1504	756050	NULL	NULL
1505	TAK-683	NULL	NULL
1506	NovoSeven	rFVIIa	315
1507	Jurnista	extended-release hydromorphone	342
1508	ABT-263	RG7433	1053
1510	Copegus		1978
1511	Serostim		839
1512	Cerezyme		35
1513	Xeloda	R340	1135
1514	Olmetec		642
1515	Viread		880
1518	Zoladex		2743
1519	otelixizumab	otelixizumab	3575
1523	MK-1775		5178
1524	Intelence		337
1525	Venofer		4227
1526	Allelock		644
1528	Wellbutrin	bupropion	145
1529	JNJ-37822681	JNJ-37822681	486
1530	Oestrogen receptor beta agonist		636
1532	Other Angiotensin-II Antagonists		1500
1533	1292263		2254
1534	QAE397		2456
1535	Truvada		881
1536	PF-4480682		1014
1537	Other Psychiatry Treatments		2225
1538	IMC-18F1	LY3012212	3112
1539	PF-4325667	NULL	NULL
1541	AVE0897		2584
1542	Pristiq	desvenlafaxine	244
1543	Radicut	MCI-186	289
1545	Zanidip		502
1546	Modiodal		3292
1547	Fludara		1216
1548	Simcor		621
1550	Kytril		415
1551	Cravit	DL-8280	510
1552	ABT-670		1179
1553	SCH 900518		1900
1554	aviptadil		91
1555	Integrilin		316
1556	Victoza		522
1557	Other Inhaled Steroids		1467
1558	UK-369003	NULL	NULL
1559	MK-5046	NULL	NULL
1560	TAK-875	TAK-875	3134
1561	Artist		162
1562	Pulzium		869
1563	AZD0837	NULL	NULL
1564	Other Dopaminergics		1317
1565	MK-8033		4064
1566	MK-8984	NULL	NULL
1567	Arimidex		60
1568	Silenor	SO-101	266
1569	Apidra		464
1571	Zyvox		519
1572	Protonix		678
1573	Lamisil		884
1574	Other Erectile Dysfunction Drugs		1957
1575	ATI355	ATI355	2050
1576	Calblock		94
1577	bapineuzumab	bapineuzumab	2944
1578	Nuvigil	armodafinil	76
1580	inotuzumab ozogamicin		460
1581	urelumab	BMS-66513	2984
1582	MEDI-560		2547
1583	anti IL-23	LY-2525623	2854
1584	610677		2723
1585	Isentress		734
1586	Renagel / Renvela		817
1587	Actemra / RoActemra	R1569	1001
1588	Myonal	eperisone	306
1589	Other AChEIs		1310
1590	ACC-001	ACC-001	3237
1591	Pulmozyme		3813
1592	Neurontin	gabapentin	395
1594	Obesity compound 2		630
1595	Vioxx		780
1596	vancomycin		941
1598	glycopyrronium + indacaterol	NULL	412
1599	TAK-783	NULL	NULL
1601	Invivac		457
1603	681323	681323	2283
1604	AZD7295		2915
1605	DB-772d		3508
1606	LY686017	NULL	NULL
1607	MK-3984	NULL	NULL
1608	Concor		125
1609	MK-4118	NULL	NULL
1610	Avandia + simvastatin		88
1612	nalmefene	nalmefene	604
1613	paliperidone palmitate IM long acting injectable		669
1614	palovarotene		672
1615	safinamide	ME2125	5081
1616	MEDI-559		2548
1617	V512	NULL	NULL
1618	ACAM-Cdiff		10
1619	Rocephin		1975
1620	Lexapro	MLD-55	3408
1621	Zostavax		945
1622	Other Anti-Viral Agents		1465
1623	Sumiferon		467
1624	Mercilon		243
1625	Adacel		254
1628	Other Anti-fungal Agents		1416
1629	JNJ-18038683	JNJ-18038683	1935
1630	JNJ-26990990	JNJ-26990990	2912
1631	HSD-016		1793
1632	JNJ-17216498	JNJ-17216498	2040
1633	Other Statins		2156
1634	AGN211745	NULL	NULL
1635	SAR21609		1194
1636	Influvac		457
1637	Singulair		590
1638	1014802	1014802	1115
1639	NeoRecormon		325
1640	iboctadekin	SB-485232	444
1641	Lonasen	blonanserin	127
1642	Leuplin		505
1643	1034702	1034702	1069
1645	nerispirdine	HP-184	616
1646	BMS-741672		3126
1647	Campath		1218
1648	tafenoquine		854
1649	NIM811	NIM811	2371
1650	posaconazole		710
1651	Irribow		737
1653	LY-2523355	Eg5 inhibitor	1815
1654	darusentan		230
1655	Ranexa		742
1660	paritaprevir	ABT-450	997
1661	Ixempra		483
1663	Lucentis	RG-3645	739
1665	Other Cardiology Products		1090
1668	PF-4064900		1029
1669	LY2590443	NULL	NULL
1670	SSR125543	SSR125543	1937
1672	Carbenin		675
1673	Norditropin		794
1674	Ventolin range		800
1675	256073	256073	2256
1677	Sporanox		481
1678	Other Cytotoxic Agents		1027
1679	Glucokinase Activator		3129
1681	Prevacid / Takepron		493
1683	Aflunov	NULL	420
1684	Epivir		490
1685	Other Neuropathic Pain Agents		1412
1687	SAB378	NULL	NULL
1689	Flu Pandemia-H7		370
1690	Other NRTIs		1421
1692	AZD6280	AZD6280	1730
1694	Flolan		311
1695	Recalbon	minodronate	576
1698	Other Anti-psychotic Agents		1933
1699	Other Benzodiazepines		1415
1701	Dorner		113
1702	Intuniv / Intuniv XR	S-877503	4297
1703	Perjeta	R1273	1109
1704	Livial		895
1705	Other Hepatitis Vaccines		1100
1706	AZD2624	NULL	NULL
1707	QVAR		104
1708	Treanda		4510
1709	Revatio		820
1710	ACAM-FluA		11
1712	SAR351034	NULL	NULL
1714	SAR97276	SAR97276 	4760
1715	Tarivid		638
1716	ostarine	NULL	653
1717	Torisel		878
1718	PF-4856882	NULL	NULL
1720	Kadian	morphine ER	592
1721	Other Penicillins		1478
1722	656933		2205
1724	Tenormin		82
1725	GLP-1 PEG		410
1726	Pantoloc		678
1727	CS-866DM		1881
1728	GC33	GC33	1225
1729	Other Insulins		1323
1730	Flumarin		365
1731	Symbyax	olanzapine  +  fluoxetine	640
1732	Effexor	venlafaxine	951
1733	Tarceva		4108
1735	Kyprolis		3409
1736	elesclomol		295
1737	Aptiom	SEP-0002093	327
1738	Bosatria		1017
1739	Altabax		756
1740	BI-44847		3125
1741	Testogel		2734
1743	PF-4629991		992
1744	gepirone ER		1016
1745	DTP-HepB-Polio-Hib		1018
1747	PF-4287881	PF-4287881	1030
1748	PK-3716539		1031
1749	Bonoteo	YM 529 	1040
1750	Cylatron		1043
1756	test product		1108
1759	SEP-225289		1124
1760	SEP-227162	SEP-227162	1125
1761	SEP-228432	SEP-228432	1126
1762	Nucynta / Palexia	tapentadol	1127
1763	Seltouch	transdermal felbinac	1131
1764	olaparib	AZD2281	1132
1766	AMG 208	AMG 208	1134
1767	lumiliximab		1136
1768	volociximab		2727
1770	Anti-Cripto mAb		1139
1771	Anti-IGF-1R		1140
1772	T-62		1141
1773	lestaurtinib	CEP-701	1144
1774	CEP-11981	CEP-11981	1145
1775	CEP-9722	CEP-9722	1146
1776	delanzomib	CEP-18770	1147
1780	fresolimumab	GC1008	4671
1781	Ozurdex	SK-0503	1153
1783	briakinumab	ABT-874	1155
1785	NN7128		1157
1786	NN1841	rFXIII	1852
1788	NN7720	NN7720	1161
1789	NN1810	rFXIII	1934
1790	rFVIIa	BAY86-6150	1163
1791	Genz-644470	Genz-644470	1165
1792	pixantrone	BBR 2778	1166
1793	Certriad		1170
1794	SAR110894	SAR110894D	1173
1795	Calsed		4688
1796	IPI-504	IPI-504	1175
1797	IPI-493	IPI-493	1176
1798	PEG-SN38	EZN-2208	1177
1799	BIIB021		1178
1801	Rheumatrex		1182
1802	afacifenacin	SMP-986	1183
1803	Suvenyl	hyaluronic acid	1184
1804	ARC-100		1190
1805	namilumab	MT203	1191
1806	veltuzumab	IMMU-106	1493
1807	coleneuramide	MCC257	1196
1808	MP-435	MP-435	1197
1809	TA-5493	TA-5493	1198
1810	Fumaderm		1199
1811	ONO-5334	ONO-5334	1200
1812	Kinedak	ONO-2235	1201
1813	Pomalyst / Imnovid	CC-4047	1210
1814	CC-11050	CC-11050	1206
1815	tanzisertib	CC-930	3328
1816	Sotatercept	ACE-011	1208
1819	Zinapar	ZIO-101	2735
1820	tamibarotene	TM-411	2729
1821	OC DHEA	OC DHEA	1217
1822	E2 DRSP	E2 DRSP	1219
1823	E-6201	E-6201	1560
1824	fostamatinib		4488
1826	RG7424	RG7424	1230
1827	lebrikizumab	MILR1444A	4209
1828	RG7418	RG7418	1232
1829	RG7425	RG7425	1233
1830	RG4930	DISCONTINUED 2Q 2011	1234
1831	RG7419	RG7419	1235
1832	RG7420	RG7420	1236
1833	RG3638	RG3638	1237
1834	pictilisib	RG7321	5288
1836	RG1512	RG1512	1240
1837	RG1671	RG1671	1241
1838	RG3477	ACT-128800	1779
1839	RG4929	RG4929	1243
1840	RG7089	RG7089	1244
1841	RG7103	RG7103	1245
1845	fezakinumab	PF-5212367	1250
1846	RG7234	RG7234	1251
1847	RG7347	RG7347	1252
1850	RG-7416	RG-7416	1255
1852	RG7426	RG7426	1257
1853	RG3635		1258
1854	parsatuzumab	RG7414	1259
1855	RG7422	RG7422	1260
1856	RG1507	RG1507	1261
1857	RG1578	RG1578	1262
1858	RG1646	RG1646	3293
1859	RG1678	GLYT1 inhibitor	1264
1861	RG3487	DISCONTINUED APRIL 2011	1266
1863	RG4733	RG4733	1268
1864	RG4996	RG4996	1269
1865	RG7010	RG7010	1270
1866	RG7112	RG7112	1271
1867	RG7160	RG7160	1272
1868	RG7167	RG7167	1273
1870	RG7304		1275
1871	RG7334	RG7334	1276
1872	RG7376	PLX-5568	1277
1874	PS-386113	PS-386113	1283
1876	Vimovo		5309
1877	rontalizumab		5228
1879	Priligy		1291
1880	hyperglycosolated FSH	AS-900672	1294
1882	Farmorubicin / Adriacin		1296
1883	tesofensine		1297
1884	Stribild		1298
1886	GS-9450		1300
1887	GS-9190		1301
1888	cicletanine		1302
1889	tecadenoson		1303
1890	Inhaled fosfomycin/tobramycin	GS-9310/11	1304
1891	GS-9411		1305
1895	Estraderm		1309
1898	Tyrisa	GSK480848	1326
1899	Alkeran		1331
1900	Elplat		1335
1901	velneperit	S-2367	3241
1902	Emend / Ivemend		2818
1904	Wellbutrin XL	bupropion XL	3513
1906	cilengitide	EMD-121974	1349
1908	Glactiv	ONO-5435	1351
1909	NT-702	NT-702	1505
1910	Benlysta	belimumab	3591
1911	Roxadustat	FG-4592	5172
1912	tafluprost	MK-2452	1401
1913	lesogaberan	AZD3355	1370
1914	Xagrid		1371
1915	Kiklin	ASP1585 / AMG223	1391
1917	Prolia	denosumab	1384
1920	axomadol		4039
1921	SEP-227900	SEP-227900	1389
1922	AMG 747	AMG 747	1390
1923	ASP3291	ASP3291	1392
1924	FK949E		5198
1926	IMC-EB10	IMC-EB10	1396
1927	MK-1496	MK-1496	1397
1928	MK-4409	MK-4409	1398
1929	MK-2578	MK-2578	1399
1930	HSP990	HSP990	1402
1931	buparlisib	BKM120	1403
1932	Effient		1404
1933	LCL161	LCL161	1405
1934	LDE225	LDE225	1406
1936	NN-8555	NN-8555	1411
1937	RKI983	RKI-983	1414
1938	Rescula	UF-021	1418
1939	PF-4620110	PF-4620110	1423
1940	PF-4554878	PF-4554878	1424
1941	PF-4856883	PF-4856883	1425
1942	PF-3716539		2344
1943	Xiaflex	PF-5076985	1985
1945	AVE0675	AVE0675	1429
1946	AVE0118	AVE0118	1430
1947	fasinumab	SAR164877 / REGN475	1431
1948	BLI-489	BLI-489	1435
1949	AGG-523	AGG-523 (PF-5212371)	1436
1951	HTC-867	HTC-867	2400
1952	OAP-189	OAP-189	1439
1953	rilpivirine + Truvada		1441
1955	Dovonex	BMS-181161	1443
1956	Taclonex	LEO-80185	1444
1957	Adcirca		1446
1958	Oxarol		1448
1959	Renagel		1449
1960	Other ESA (ex-oncology) Agents		1450
1962	Other Women's health treatments		1458
1963	Other Men's HRT products		1460
1966	Relenza		1474
1970	Sanctura XR		1484
1971	tigatuzumab	CS-1008	1485
1972	Menhibrix		1489
1973	Embeda	morphine + naltrexone	1490
1974	Revestive		3500
1975	SLV334	SLV334	1494
1976	daglutril	SLV306	1495
1977	SLV320		1496
1978	SLV337		1497
1979	SLV338		1498
1980	SLV341		1499
1983	Bonviva	ibandronate	443
1984	TT-063	TT-063	1504
1985	Lusefi	TS-071	1506
1987	TS-022	TS-022	1508
1988	Palux		1509
1992	Madopar	levodopa + benserazide	2274
1993	E-2012	E-2012	1516
1994	E-3210		1518
1995	farletuzumab	MORAb-003	1520
1996	Amolimogene	E-7101	1521
1998	E-7820		1523
2000	irofulven	MGI-114	1525
2001	Other Iron / Phosphate Regulators		1530
2002	Tanakan	EGb761 	1531
2003	Other Asthma & COPD Combination Products		3681
2004	Dysport	abobotulinumtoxin A	1535
2006	Ritalin / Focalin	methylphenidate / dexmethylphenidate	1537
2007	Foipan		1544
2008	Fortesta		1546
2009	Loestrin 24 Fe		1547
2010	Femcon FE		1548
2011	Forlax		1550
2014	Revovir		1555
2016	Careram	T-614	1847
2018	sibutramine	KES524	1559
2019	Valstar		1561
2020	octreotide implant		3424
2021	PRO 2000		1563
2022	pagoclone	pagoclone	1820
2024	TA-8995	TA-8995	1566
2025	caldaret	MCC-135	1567
2026	edaravone	MCI-186	1568
2028	Optesia	bupivacaine	1571
2029	MP-214	MP-214	1572
2030	TA-5538		1573
2031	colestilan		1575
2032	Clarith		1578
2033	atacicept		1914
2036	ARX 201		1583
2037	adecatumumab		1584
2038	AS703569		1585
2039	NHS-IL2-LT	EMD-521873	5475
2040	DI17E6	EMD 525797	1587
2042	Neublastin	BG00010	3564
2043	survivac		1590
2044	AS703026	MSC1936369	1591
2046	Anti-TWEAK		3565
2047	Asonep		1594
2048	Lixar	VPA-985	1595
2049	sprifermin	FGF-18	1596
2051	oglemilast		1598
2053	ataluren	PTC-124	1601
2055	SPD550		1603
2058	Juvista	RN-1001	1607
2059	Amigal		3468
2061	Plicera		1610
2062	alendronate effervescent		1611
2064	Uracyst		1613
2065	HGT-3510		1614
2068	Alpha Agonists	AGN XX/YY	1617
2069	PDE4 inhibitor		1618
2071	PDE5 inhibitor		1620
2072	Androgen Tear		1621
2073	desmoteplase		2790
2075	anamorelin	ONO-7643	1624
2077	ONO-8539	ONO-8539	1626
2078	ONO-4641	ONO-4641/ MSC2430913A	4145
2079	tedatioxetine	Lu AA24530	1628
2080	Lu AA34893		1994
2081	ONO-4538	MDX-1106	1630
2082	Lu AA39959	Lu AA39959	1631
2083	ONO-3849	ONO-3849	1632
2084	Lu AE58054	Lu AE58054	1633
2085	Lu AA24493	Lu AA24493	1634
2086	ONO-7746		1635
2087	Lu AA38466	Lu AA38466	1636
2091	VX-813		1642
2092	ELND-004		1643
2095	VX-809		1646
2096	VX-509	VX-509	1647
2097	prochymal		1950
2100	VX-770		1653
2101	MP-124	MP-124	2446
2102	TA-6666		1655
2105	MT-2832	CTA-018	1658
2107	MP-136		1660
2108	Invokana / Vokanamet		4525
2109	GB-1057		1662
2111	DSP-3235		1665
2112	DSP-7238		1666
2113	DSP-8658	DSP-8658	4377
2114	prulifloxacin		1723
2116	Aimix	DSP-8153	1670
2117	SMP-028		1671
2118	DSP-3025	AZD8848	1672
2120	Abediterol	LAS100977	2002
2121	S-021812		1675
2122	ASLAN-003	ASLAN-003	1677
2123	S-013420		1678
2124	Sativex		5379
2127	S-0139		1682
2128	LAS41001	LAS41001	1683
2129	S-555739		1684
2130	Lusutrombopag	S-888711	1685
2132	S-444823		1687
2137	S-265744		1692
2138	S-247303		1694
2139	S-222611		1695
2140	KW-2450	KW-2450	1696
2141	KRN654	KRN654	1697
2142	KW-0761		3915
2144	MRE0094	MRE0094	1700
2145	KW-2246	KW-2246	1701
2146	KRN125		1702
2147	AGS-003		1703
2148	AGS-004		1704
2149	Vanquix	diazepam autoinjector 	1705
2150	Phosblock		2638
2154	Folotyn		3765
2155	KW-2449	KW-2449	1711
2157	KW2478	KW2478	1714
2158	KRN330	KRN330	1716
2159	BIW-8962	BIW-8962	1717
2160	NU206	NU206	1718
2161	KW-3357		5508
2162	KRN23	KRN23	5328
2163	TC-5619	TC-5619	1731
2164	AZD3043	AZD3043	1732
2165	AZD6088		1733
2166	AZD2423		3618
2167	AZD6714	AZD6714	1735
2168	AZD1480	AZD1480	1736
2169	MEDI-575	MEDI-575	1737
2170	MEDI-573	MEDI-573	1738
2171	MEDI-550	MEDI-550	1739
2172	MEDI-3250	MEDI-3250	3907
2174	AZD9164		1742
2175	AZD2551		1743
2176	LCQ908	LCQ908	1744
2180	Semprana	MAP-0004	3499
2187	Detrol LA		1764
2188	Follistim / Puregon		1765
2191	ASP015K	ASP015K	1769
2193	Abstral	KW-2246	1771
2194	Other HDAC Inhibitors		1772
2195	Benicar / Olmetec		1773
2197	Fanapt	iloperidone	1775
2198	Mycobacterial cell wall-nucleic acid complex (MCNA)	EN3348	1776
2199	Miripla		2518
2200	linifanib	ABT-869	1780
2202	RG7417	RG7417	1783
2203	noscapine	CB3304	1784
2204	seocalcitol		1785
2205	Fetzima	F2695 SR	1786
2208	PN2034	PN2034	1789
2209	Bonalon		1790
2210	SMC-021	SMC021	1798
2211	Dulera		1800
2212	HDM AIT	MK-8237	2779
2215	Arcapta / Onbrez	QAB149	4505
2216	Onbrez + glycopyrronium	QVA149	1805
2218	CEP-26401	CEP-26401	1808
2219	CEP-37247	CEP-37247	1809
2220	CEP-33236	CEP-33236	1810
2221	CEP-33222		1811
2222	TGF Beta antibody	LY2382770	1817
2223	ridaforolimus		1819
2224	figitumumab	CP-751871	1823
2225	Cayston		1824
2227	GS-6201		1826
2229	GS-9256	GS-9256	1828
2230	lomibuvir		1829
2231	VX-759		1830
2232	VX-985		1831
2233	radiprodil	RGH-896	1832
2239	sifalimumab	MEDI-545	1848
2240	H1N1 pandemic influenza vaccine		1849
2241	Xenazine	tetrabenazine	3548
2242	semaglutide	NN9535	1851
2243	N9-GP	NN7999	1853
2244	NN7129	NN7129	1854
2245	NN8630	NN8630	1855
2246	Carbaglu		2239
2247	SAR153192		1859
2249	FOV2302	FOV2302	1861
2251	SAR103168		1863
2252	SAR548304		1864
2254	ASP0777	ASP0777	1870
2255	ASP4178		1871
2256	Mepact		1873
2258	TAK701	TAK701	1877
2259	TAK901		1878
2264	S-288310	S-288310	1885
2266	TA-8317		1887
2269	MDX-1342	MDX-1342	1890
2271	MDX-1401	MDX-1401	1892
2272	MDX-1411	MDX-1411	1893
2273	MDX-1203	MDX-1203	1894
2274	Brintellix	Lu AA21004	1895
2275	Rivastach Patch	ONO-2540	1896
2277	Flu ID		1898
2278	naloxegol	NKTR-118	1899
2279	actoxumab + bezlotoxumab	MK-3415A	1903
2280	SCY-078	MK-3118	1905
2281	MK-6406	MK-6406	1906
2283	MK-4618	MK-4618	3992
2284	MK-6913	MK-6913	2339
2285	MK-4214	MK-4214	1910
2286	MK-6302	MK-6302	1911
2287	MK-7246		1912
2288	A-623	A-623	3064
2289	Other Rheumatic Disease Treatments		1916
2290	paquinimod	57-57	2673
2294	oxybutynin vaginal ring	DR-3001	1926
2295	Milprosa	DR-201	1927
2296	TV-1390	TV-1390	1929
2297	Dia-Pep-277		1930
2298	Pidilizumab	CT-011	1931
2299	Stem-Ex		1932
2302	Zalbin / Joulferon	ABF656	1940
2303	CP118	CP118	1942
2304	OX-NLA	OX-NLA	2468
2305	rupatadine		1945
2306	TSH		1947
2309	Aveed		1951
2310	Valturna		1952
2311	Tyvaso		1953
2312	avatrombopag		1954
2313	Silodyx		1956
2314	OpRA II	LY2196044	1960
2315	Eladur	DUR-843	1961
2316	perifosine		4475
2317	Feraheme / Rienso		2361
2319	Aspirin Cardio		1969
2322	Subutex / Suboxone	buprenorphine / buprenorphine + naloxone	1973
2323	anatibant	XY-2405	3033
2324	INCB18424		1977
2325	Voltaren Gel	diclofenac sodium gel	1979
2326	Stivarga	BAY 73-4506	1980
2327	MN-IC	MN-IC	1982
2328	LAS41007	LAS41007	1983
2329	Aggrenox		1987
2330	Opsumit	ACT-064992	1988
2332	Alfarol		1990
2334	Lu 02-750	Lu 02-750	1993
2335	Saflutan	MK-2452	1995
2336	Celtect		1997
2337	TAK-937	TAK-937	1998
2338	razupenem	PTZ601	2000
2339	Doryx		2001
2340	pozanicline	ABT-089	2003
2341	Metazym	HGT-1111	2005
2342	249320	249320	2006
2343	BMS-863233	XL-413	2007
2344	BMS-833923	XL-139	2008
2345	zicronapine	Lu 31-130	2010
2346	Firazyr	icatibant	2011
2348	tivozanib		3652
2350	Naglazyme		2020
2351	AD02	AD02	2021
2353	necitumumab	IMC-11F8	4954
2354	piclozotan	SUN N4057	2026
2356	SUN11031	SUN11031	2028
2357	Quartette	DR-103	2029
2358	LeCette	DR-1021	2030
2361	saracatinib	AZD0530	2034
2362	TAK-329		2036
2364	ispronicline	TC-1734	2039
2367	Ampyra	dalfampridine	2048
2370	S-234462	S-234462	2052
2372	Afrezza		5541
2374	PF-4308515	PF-4308515	2056
2375	PF-5212368	ILV-095	2057
2376	PF-4764793		2060
2377	test		5502
2378	conatumumab		2062
2379	CP-601927	CP-601927	2063
2380	PF-4455242	PF-4455242	2067
2381	PF-5212362	PF-5212362	2068
2382	PF-5212377	PF-5212377	2069
2383	PF-5236806	PF-5236806	2073
2384	PF-5212365	PF-5212365	3288
2385	PF-4427429	PF-4427429	2075
2386	PF-4531083	PF-4531083	2077
2387	Istodax		2078
2389	TC-5214	TC-5214	2080
2394	verucerfont	561679	2087
2395	Horizant	ASP8825	5202
2396	nitazoxanide	NTZ	2090
2397	RG7273	RG7273	2092
2398	RG7090	RG7090	3879
2399	RG7166	RG7166	2094
2400	RG7351	RG7351	3289
2401	RG1662	RG1662	2096
2402	Gazyva / Gazyvaro	GA101	2097
2404	NovoMix		2099
2405	NovoRapid / NovoLog		2100
2406	PDA-001	PDA-001	3330
2411	OG217SC	NN9924	2106
2412	NN9161	NN9161	2107
2413	WC 3016	WC 3016	2108
2416	QAV680		2115
2417	QGE031	QGE031	3842
2419	PTK796	PTK796	2120
2420	I.V. carbamazepine	I.V. carbamazepine	2121
2421	Vpriv	velaglucerase alfa	2123
2422	Soliris		5330
2423	Jevtana	XRP6258	2125
